ProteinAccessions	ProteinDescriptions	MolecularWeight	NrOfModifiedSequencesIdentifiedExperimentwide	is_SEC_Candidate	NrOfModifiedSequencesIdentified_SEC_fraction_47	NrOfModifiedSequencesIdentified_SEC_fraction_53	NrOfModifiedSequencesIdentified_SEC_fraction_54	NrOfModifiedSequencesIdentified_SEC_fraction_55	NrOfModifiedSequencesIdentified_SEC_fraction_56	NrOfModifiedSequencesIdentified_SEC_fraction_57	NrOfModifiedSequencesIdentified_SEC_fraction_58	NrOfModifiedSequencesIdentified_SEC_fraction_59	NrOfModifiedSequencesIdentified_SEC_fraction_60	NrOfModifiedSequencesIdentified_SEC_fraction_61	NrOfModifiedSequencesIdentified_SEC_fraction_62	NrOfModifiedSequencesIdentified_SEC_fraction_63	NrOfModifiedSequencesIdentified_SEC_fraction_64	NrOfModifiedSequencesIdentified_SEC_fraction_65	IBAQ_SEC_fraction_47	IBAQ_SEC_fraction_53	IBAQ_SEC_fraction_54	IBAQ_SEC_fraction_55	IBAQ_SEC_fraction_56	IBAQ_SEC_fraction_57	IBAQ_SEC_fraction_58	IBAQ_SEC_fraction_59	IBAQ_SEC_fraction_60	IBAQ_SEC_fraction_61	IBAQ_SEC_fraction_62	IBAQ_SEC_fraction_63	IBAQ_SEC_fraction_64	IBAQ_SEC_fraction_65	IBAQ_norm_SEC_fraction_47	IBAQ_norm_SEC_fraction_53	IBAQ_norm_SEC_fraction_54	IBAQ_norm_SEC_fraction_55	IBAQ_norm_SEC_fraction_56	IBAQ_norm_SEC_fraction_57	IBAQ_norm_SEC_fraction_58	IBAQ_norm_SEC_fraction_59	IBAQ_norm_SEC_fraction_60	IBAQ_norm_SEC_fraction_61	IBAQ_norm_SEC_fraction_62	IBAQ_norm_SEC_fraction_63	IBAQ_norm_SEC_fraction_64	IBAQ_norm_SEC_fraction_65	distribution	signal_peptide 
D4H071	TATA-box-binding protein 2	19882.49	7	FALSE	0	6	6	6	6	6	7	7	7	7	7	6	5	6	0	485.4	745.9	1357.8	2762.3	2685.5	4073.4	4652	4323.9	6706	7058.5	6453.2	4176.5	4021.6	0	0.068768152	0.10567401	0.192363817	0.39134377	0.380463271	0.57709145	0.65906354	0.612580577	0.950060211	1	0.914245236	0.591697953	0.56975278		
D4GU70	Low-salt glycan biosynthesis nucleotidyltransferase Agl11	37865.35	24	FALSE	24	24	23	20	18	12	8	8	4	3	1	0	1	0	102486.1	26254.2	11700.5	6114.9	2760.9	659	251.4	261.1	116.3	55.7	17.6	0	23.9	0	1	0.256173276	0.114166702	0.059665652	0.026939263	0.00643014	0.002453016	0.002547663	0.001134788	0.000543488	0.000171731	0	0.000233202	0		
D4GWR6	Hydroxymethylglutaryl-CoA synthase	50103.49	46	FALSE	46	33	26	26	26	22	21	15	16	11	9	7	3	2	792131.4	10257.5	5454.3	4315.5	2756.6	1977.3	1532.6	1314.9	895.6	905.8	666.4	426.7	171.6	129.8	1	0.01294924	0.0068856	0.00544796	0.003479978	0.002496177	0.00193478	0.001659952	0.001130621	0.001143497	0.000841275	0.000538673	0.000216631	0.000163862		
D4GTQ0	Cytidylate kinase	21598.73	19	FALSE	18	9	11	10	11	10	8	6	4	1	1	1	0	0	57497.7	919.6	1266.7	2243.7	2741.1	1520.3	793.1	529	177.6	24.9	22.1	30.7	0	0	1	0.015993683	0.022030446	0.03902243	0.047673211	0.026441058	0.013793595	0.009200368	0.003088819	0.000433061	0.000384363	0.000533934	0	0		
D4GU92	Isocitrate dehydrogenase [NADP]	45810.19	25	FALSE	25	18	19	19	21	17	18	18	16	17	13	15	8	7	14423.9	2222.1	2244.6	2925.7	2718.1	2100.6	2275.2	2164.7	1493.8	2332.3	1496.5	1716.5	588.1	938.1	1	0.154056808	0.155616719	0.202836958	0.188444179	0.145633289	0.157738198	0.150077302	0.103564223	0.161696906	0.103751413	0.119003876	0.040772607	0.065037889		
D4GWQ0	Probable glycine cleavage system H protein	13910.04	5	FALSE	0	0	0	3	4	3	4	5	3	4	2	1	0	0	0	0	0	637.9	2703.4	4059.4	5612	7349.4	2678.8	2564.5	558.2	168.4	0	0	0	0	0	0.086796201	0.367839552	0.552344409	0.76359975	1	0.36449234	0.34894005	0.075951778	0.022913435	0	0		
D4GW56	HTH-10 family transcription regulator	23325.88	14	FALSE	1	13	12	12	12	11	6	4	4	2	1	1	1	0	97.7	4106.8	3949.9	3770	2677.5	1099.9	237.8	301.7	1386.9	702.5	50.5	43.4	19.8	0	0.023789812	1	0.961795072	0.917989676	0.651967469	0.267824097	0.057903964	0.073463524	0.337708191	0.171057758	0.012296679	0.010567839	0.004821272	0		
D4GSG4	non-specific serine/threonine protein kinase	34463.67	17	FALSE	14	17	16	16	14	11	5	2	0	0	0	0	0	0	5829.2	19912.1	12017	6912.9	2671.8	598.8	127.9	41.9	0	0	0	0	0	0	0.292746621	1	0.603502393	0.347170816	0.13417972	0.030072167	0.00642323	0.002104248	0	0	0	0	0	0		
D4GTB0	HTH domain protein / biotin--[acetyl-CoA-carboxylase] ligase	35678.48	10	FALSE	10	10	10	10	7	5	5	4	4	2	1	2	0	1	14729.3	11331.8	7828.5	4734.5	2669	928.8	614.2	515	310.4	544.2	65.4	335.1	0	188.7	1	0.769337307	0.531491653	0.321434148	0.181203452	0.063057986	0.041699198	0.034964323	0.021073642	0.036946766	0.00444013	0.022750572	0	0.012811199		
D4GTF2	16S rRNA aminocarboxypropyltransferase	18334.64	13	FALSE	0	3	4	5	7	10	9	13	13	13	11	9	6	3	0	6.8	20.9	711.4	2640.3	5423.6	11568.9	26522.7	30717	53876.2	33362.7	19596.3	7139.3	1737.6	0	0.000126215	0.000387926	0.013204346	0.049006797	0.100667827	0.21473118	0.492289731	0.570140433	1	0.61924746	0.363728325	0.132513058	0.032251718		
P18284	Tryptophan synthase alpha chain	29664.79	11	FALSE	8	11	11	11	6	5	4	3	0	0	0	0	0	0	3773.9	26620.9	11584.4	7055	2605.1	573.2	120.4	53.3	0	0	0	0	0	0	0.141764553	1	0.435161847	0.265017336	0.097859201	0.021531954	0.004522762	0.002002186	0	0	0	0	0	0		
D4H0C8	DNA (cytosine-5-)-methyltransferase	45523.68	37	FALSE	37	11	6	4	1	1	2	1	0	0	0	0	0	0	33402.1	2530.3	2054.9	28.9	2573	3784.8	4044.1	15.1	0	0	0	0	0	0	1	0.075752722	0.061520084	0.000865215	0.077031085	0.113310241	0.121073226	0.000452067	0	0	0	0	0	0		
D4GXE3	Cro/C1 family transcription regulator	18901.56	22	FALSE	22	21	17	14	10	5	1	3	0	0	0	0	0	0	40138.7	24859.5	11219.5	5873.9	2544.9	470.3	70.8	90	0	0	0	0	0	0	1	0.619339939	0.27951827	0.146340066	0.063402651	0.011716872	0.001763884	0.002242225	0	0	0	0	0	0		
D4GQV1	fructose-bisphosphatase	29157.05	18	FALSE	18	15	15	15	12	9	6	5	2	0	0	0	0	0	56431.2	14649.8	9530.3	6561.5	2542.8	529.6	110.9	133.4	70	0	0	0	0	0	1	0.259604616	0.168883525	0.116274331	0.045060179	0.009384879	0.001965225	0.002363941	0.001240449	0	0	0	0	0		
D4GU80	TetR family transcription regulator	23690.18	11	FALSE	3	6	7	7	11	11	11	9	10	10	7	5	2	1	90.9	472.9	1096.7	1866.8	2507.3	1209	1897.3	1468.8	1730.9	2573	1591.5	1254.6	221.9	211.4	0.03532841	0.183793237	0.426233968	0.725534396	0.974465604	0.469879518	0.737388263	0.570851147	0.672716673	1	0.618538671	0.487602021	0.086241741	0.082160902		
D4GWL3	Nitroreductase family protein	24905.3	11	FALSE	7	11	10	9	8	4	1	0	0	1	0	0	0	0	435.3	5984.1	3565.4	3177.5	2497.7	112.2	36.2	0	0	3235.4	0	0	0	0	0.072742768	1	0.595812236	0.530990458	0.417389415	0.018749687	0.006049364	0	0	0.540666098	0	0	0	0		
D4GX17	Uncharacterized protein	12053.16	12	FALSE	7	4	9	7	8	10	11	11	11	11	10	10	8	6	1616.7	65.9	754.4	1117.9	2400.8	7273	18748.6	50758.6	57955.5	88762	57317.9	33374.9	13880.6	4124.9	0.018213875	0.000742435	0.008499133	0.012594353	0.02704761	0.081938217	0.211223271	0.571850567	0.652931435	1	0.645748181	0.376004371	0.156379982	0.046471463		
D4GZS1	Replication protein A	34582.96	24	FALSE	24	19	18	19	16	14	14	15	10	11	8	5	2	0	39213.8	2970.3	2372.2	2455	2392.6	1042.6	777.3	929.4	504.7	629.9	549	507.3	187.9	0	1	0.075746293	0.06049401	0.062605511	0.061014235	0.026587579	0.019822103	0.02370084	0.012870469	0.016063223	0.014000173	0.012936772	0.00479168	0		
D4GXP7	Receiver box response regulator	14310.04	5	FALSE	0	0	0	0	4	4	5	4	4	4	3	2	0	0	0	0	0	0	2389.9	1141.3	3443.9	3868.1	3263.3	2787.9	1227.3	165.2	0	0	0	0	0	0	0.617848556	0.295054419	0.890333756	1	0.843644166	0.720741449	0.317287557	0.042708306	0	0		
D4GYJ0	Phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaK	34846.88	23	FALSE	22	14	14	14	13	12	10	10	9	8	7	5	2	1	151066.5	3019.8	3244.4	3141.2	2377.9	2061.4	1606	1977.2	1384.3	1315.7	1152.4	937.5	278.7	141.3	1	0.019989872	0.021476634	0.020793492	0.01574075	0.013645646	0.01063108	0.013088276	0.009163514	0.008709409	0.007628429	0.006205876	0.001844883	0.00093535		
D4GVJ2	FAD synthase	15973.01	4	FALSE	3	4	4	4	4	2	2	2	1	2	0	0	0	0	2502.2	15671.9	6871.6	5164.8	2350.3	744.6	287.2	114.1	70.3	92.1	0	0	0	0	0.15966156	1	0.4384663	0.329557999	0.149969053	0.047511789	0.018325793	0.007280547	0.004485736	0.00587676	0	0	0	0		
D4H005	Integrase family protein	21813.38	7	FALSE	7	5	6	5	6	6	5	5	1	0	0	0	0	0	2566.7	603.9	792.8	952.8	2347.8	1627.6	743	588.1	64.2	0	0	0	0	0	1	0.235282659	0.308879105	0.371215958	0.914715393	0.634121635	0.28947676	0.229126894	0.025012662	0	0	0	0	0		
D4GTU0	Carbamoyl phosphate synthase small chain	38573.36	14	FALSE	14	13	12	11	9	7	6	5	5	4	2	2	3	0	43979.4	16279	7956.5	4367.5	2342.7	1019.4	661.9	816.3	446.1	603.1	216.6	178.4	748.3	0	1	0.37015057	0.180914246	0.099307858	0.053268121	0.023179034	0.015050228	0.018560963	0.010143385	0.013713238	0.004925033	0.004056445	0.017014784	0		
D4GU97	Plant-type L-asparaginase	34605.27	19	FALSE	19	9	9	8	6	5	6	5	2	1	0	1	0	0	32490.5	1404.4	1438.6	2115.5	2339.3	988	752.1	514.1	73.5	33	0	21.7	0	0	1	0.043224943	0.044277558	0.06511134	0.071999508	0.030408889	0.023148305	0.015823087	0.0022622	0.001015682	0	0.000667888	0	0		
D4GUY7	Cox cluster protein	12570.29	2	FALSE	0	0	1	2	2	2	2	2	2	2	2	2	1	0	0	0	302	1243.3	2324.1	4906	7445.4	12584.4	10448	13258.3	5529.8	4009.4	1218.5	0	0	0	0.022778184	0.09377522	0.175293967	0.370032357	0.561565208	0.949171462	0.788034665	1	0.41708213	0.302406794	0.091904694	0		
D4GUS4	M20 family amidohydrolase	45054.79	19	FALSE	19	18	18	16	14	11	9	4	7	5	2	1	0	1	5476.8	4363.8	3059.3	2994.3	2323.2	1000.7	552.4	174.2	205.4	496.9	71.8	51.9	0	46.1	1	0.796779141	0.558592609	0.546724365	0.424189308	0.182716185	0.100861817	0.031806895	0.037503652	0.090728162	0.013109845	0.009476337	0	0.008417324		
D4GZN7	Lipoprotein	23211.66	9	FALSE	0	8	7	9	9	9	9	8	6	5	5	4	3	1	0	384.6	498	1378.3	2291.2	2270	2540.3	2661.6	1882.2	3127.6	2486.3	2616.5	2391.8	2268.8	0	0.122969689	0.159227523	0.440689346	0.732574498	0.725796138	0.812220233	0.851003965	0.6018033	1	0.794954598	0.836583962	0.764739737	0.725412457		Sec/SPII
D4GRX1	UPF0146 protein HVO_0430	16149	7	FALSE	0	0	0	5	5	7	7	7	7	7	7	6	4	0	0	0	0	487.5	2264.3	4881.7	9751.3	17103.1	13985.4	14586.7	7370.9	2923	819.1	0	0	0	0	0.028503605	0.132391204	0.285427788	0.570148102	1	0.817711409	0.852868778	0.430968655	0.17090469	0.047891903	0		
D4GXL8	Thioredoxin	12067.54	10	FALSE	0	0	3	4	5	7	7	7	7	8	9	8	9	7	0	0	145.1	770.7	2262.7	4387.6	9892.8	21706.5	41683.9	129648.5	174438.9	225672	116652.2	64102.2	0	0	0.000642969	0.003415133	0.010026499	0.019442377	0.043837073	0.096186058	0.18471011	0.574499716	0.77297538	1	0.516910383	0.284050303		
D4GSC1	Beta-lactamase domain protein	44512.55	17	FALSE	7	17	14	14	13	9	6	2	0	0	0	0	0	0	476.4	9620.6	6076.7	4831.7	2257.4	519	140.1	580.3	0	0	0	0	0	0	0.049518741	1	0.631634202	0.502224393	0.23464233	0.053946739	0.014562501	0.060318483	0	0	0	0	0	0		
D4GRX0	Archaemetzincin	19283.68	17	FALSE	0	2	3	7	10	11	12	14	17	17	17	15	12	9	0	27.3	46	419.7	2245.7	5152.7	15414.4	50361.3	86324	173165.8	130664.7	84986.1	31002.5	15074.9	0	0.000157652	0.000265641	0.002423689	0.012968496	0.029755876	0.089015267	0.290827057	0.498504901	1	0.754564123	0.49077878	0.17903362	0.087054719		
D4GTP8	Probable tRNA pseudouridine synthase B	30865.72	18	FALSE	18	18	18	17	16	14	8	4	0	1	0	0	1	0	8624.4	17851.2	11040	5938.1	2244.9	453.9	110.4	91.4	0	107.2	0	0	90.6	0	0.483127185	1	0.618445819	0.332644304	0.125756252	0.025426862	0.006184458	0.005120104	0	0.006005199	0	0	0.005075289	0		
D4GVI6	Oxidoreductase (Aldo-keto reductase family protein)	38834.51	15	FALSE	3	15	15	15	12	10	9	5	0	0	0	0	0	0	29.5	2977	3658.2	3256.3	2219.3	629.9	1516	56.5	0	0	0	0	0	0	0.008064075	0.813788202	1	0.890137226	0.60666448	0.172188508	0.414411459	0.015444754	0	0	0	0	0	0		
D4GT92	Endonuclease V	29170.43	11	FALSE	1	11	11	11	8	8	5	2	0	0	0	0	0	0	18.2	9151.8	7246.3	4883.2	2202.6	808.8	85.7	12.9	0	0	0	0	0	0	0.00198868	1	0.791789593	0.533578094	0.240673966	0.088376057	0.009364278	0.001409559	0	0	0	0	0	0		
D4GXD2	Uncharacterized protein	14467.97	13	FALSE	2	4	5	7	8	7	8	8	11	13	10	9	9	6	39.2	173.5	192.6	818	2191.2	5618.2	15961.5	39300.6	62457.3	136177.6	89125.1	66647.9	26992.9	14292.9	0.000287859	0.001274072	0.00141433	0.006006862	0.016090752	0.041256418	0.117210907	0.288598125	0.458645915	1	0.654476948	0.489418965	0.198218356	0.10495779		
D4GZE6	GNAT family acetyltransferase	14693.27	6	FALSE	0	0	0	5	6	6	6	6	6	5	2	0	0	0	0	0	0	379.8	2182.2	2640.4	3976.7	3946	2090.3	1587.5	304	0	0	0	0	0	0	0.095506324	0.548746448	0.663967611	1	0.992280031	0.525636835	0.399200342	0.076445294	0	0	0		
D4GV86	Copper-containing oxidoreductase	42076.87	13	FALSE	13	11	10	10	9	9	4	5	3	4	4	2	3	2	1890.1	1202	1165.4	1759.8	2181.3	1292	224.1	748.4	498.7	789.5	818.7	667.5	611.4	722.5	0.866501627	0.55104754	0.534268555	0.806766607	1	0.59230734	0.1027369	0.343098152	0.228625132	0.361940127	0.37532664	0.306010177	0.280291569	0.331224499		Tat/SPII
D4GY33	Uncharacterized protein	16255.75	7	FALSE	5	6	7	7	7	7	5	7	6	6	3	0	0	0	1682.3	1619.9	1208.2	1551	2166.4	2473.8	2180.8	5261.4	2266	1929.5	685.8	0	0	0	0.319743794	0.307883833	0.229634698	0.294788459	0.411753526	0.47017904	0.41449044	1	0.430683848	0.366727487	0.130345535	0	0	0		
D4GSF6	Large ribosomal subunit protein eL15	22548.58	8	FALSE	0	3	3	5	6	7	7	8	8	7	8	2	1	0	0	78.3	233.8	1041.7	2156.2	2457	3044.6	7205.9	5855.5	6214.2	3962.6	1494.2	295.5	0	0	0.010866096	0.032445635	0.144562095	0.299227022	0.340970594	0.422514884	1	0.81259801	0.862376664	0.54991049	0.20735786	0.041008063	0		
D4GTL6	Signal peptide peptidase SppA	31297.77	11	FALSE	8	6	7	7	6	8	9	8	9	9	10	9	10	8	1279.8	289.4	517.2	874.9	2139.1	2389.2	3293.9	9340	6570.2	8007.4	8730.7	11494.2	20710.9	29115.7	0.043955667	0.009939655	0.017763612	0.03004908	0.073468953	0.08205882	0.113131403	0.320789128	0.225658322	0.275020006	0.299862274	0.394776701	0.711331	1		
D4GVL3	Uncharacterized protein	17702.24	12	FALSE	0	0	3	5	10	11	12	12	12	12	12	10	9	6	0	0	81.8	518.9	2131.7	4622.2	11025.7	19132.4	21324.4	30499	21441.9	15368.7	7159.6	4534.2	0	0	0.002682055	0.017013673	0.069894095	0.15155251	0.361510213	0.627312371	0.69918358	1	0.703036165	0.503908325	0.23474868	0.148667169		
D4GXP8	Small CPxCG-related zinc finger protein	7996.83	3	FALSE	0	0	0	0	2	2	2	3	2	3	2	2	2	2	0	0	0	0	2130.4	3481	9065.7	20441.1	31494.9	81720	78610.1	82863.2	64083.8	53853.3	0	0	0	0	0.025709845	0.042008998	0.109405623	0.246684898	0.380083077	0.986203767	0.948673235	1	0.773368636	0.64990611		
D4GW87	S-adenosylmethionine-dependent methyltransferase-like protein	32814.78	17	FALSE	11	17	16	16	16	11	5	2	0	0	0	0	0	0	830.2	6489.2	5765.6	4015.9	2123.2	636.5	139.6	61.3	0	0	0	0	0	0	0.127935647	1	0.888491648	0.618859027	0.327189792	0.098086051	0.021512667	0.009446465	0	0	0	0	0	0		
D4GWB4	IS200-type transposase HfIRS11	14714.55	5	FALSE	2	5	5	4	5	5	2	1	0	0	1	0	0	0	678.8	4462.2	2696.1	1232.9	2110.5	1109.9	47.1	14.1	0	0	555.3	0	0	0	0.152122272	1	0.604208686	0.276298687	0.472972973	0.248733808	0.010555331	0.003159876	0	0	0.124445341	0	0	0		
D4GVI8	Thioredoxin domain protein	8750.83	5	FALSE	0	0	0	3	5	5	5	5	5	5	5	5	5	3	0	0	0	188.1	2101.2	5043.5	11323.8	15484.7	12579.2	13111.1	7271	4253.8	2315.3	1627.6	0	0	0	0.012147475	0.135695235	0.325708603	0.731289596	1	0.812363171	0.846713207	0.469560276	0.274709875	0.149521786	0.105110206		
D4GYC9	Origin-associated GTP-binding protein OapA	24036	11	FALSE	0	7	9	11	11	11	7	8	7	7	5	1	1	0	0	280.7	554.7	1447.9	2084.5	1316.9	595.2	637.1	439	416.6	517.5	87.8	57.7	0	0	0.13466059	0.26610698	0.694603022	1	0.631758215	0.2855361	0.305636843	0.210602063	0.199856081	0.248260974	0.042120413	0.027680499	0		
D4GXD5	UPF0179 protein HVO_2851	16390.16	6	FALSE	0	2	3	5	6	6	6	6	3	3	2	0	0	0	0	236.3	355.8	927.2	2082.4	1772.2	1560.7	2087.4	1099.7	1040.8	95.1	0	0	0	0	0.113203028	0.170451279	0.444188943	0.997604676	0.848998754	0.747676535	1	0.526827632	0.498610712	0.045559069	0	0	0		
D4GP42	HTH-type transcriptional regulator XacR	27183.8	19	FALSE	19	19	17	17	16	12	6	4	2	0	0	0	0	0	7908.6	7040.1	4921	3813.7	2063.6	514.9	86.8	46.6	9.9	0	0	0	0	0	1	0.890182839	0.622234024	0.482221885	0.260931138	0.06510634	0.010975394	0.00589232	0.001251802	0	0	0	0	0		
D4GP85	Gluconolactonase family protein	31625.62	12	FALSE	6	12	12	12	9	5	4	1	1	0	0	0	0	0	217.3	8408.2	4409.8	3705.4	2035.5	216.6	38.4	8.2	15.2	0	0	0	0	0	0.025843819	1	0.524464214	0.440688851	0.242085107	0.025760567	0.00456697	0.000975238	0.001807759	0	0	0	0	0		
D4H061	7-cyano-7-deazaguanine synthase	26781.22	14	FALSE	13	14	11	11	8	4	2	4	3	1	1	0	0	0	11887.6	13716.7	6318.4	3878.6	2032.7	545.4	86.6	124.2	327.7	20	7.1	0	0	0	0.8666516	1	0.460635576	0.282764805	0.14819162	0.03976175	0.006313472	0.009054656	0.023890586	0.001458077	0.000517617	0	0	0		
D4GUG8	GMP synthase [glutamine-hydrolyzing] subunit B	33847.83	22	FALSE	21	20	21	20	20	19	15	14	12	9	7	5	4	2	7795	3202.6	2586.8	2402.2	2023.9	1039.2	933.1	1013.5	623.6	1404.8	573.6	354.7	432.7	264.7	1	0.410853111	0.331853752	0.308171905	0.259640795	0.133316228	0.119704939	0.130019243	0.08	0.180218089	0.073585632	0.045503528	0.055509942	0.033957665		
D4GXX9	Uncharacterized protein	16438.51	6	FALSE	0	0	0	5	6	6	6	6	5	3	2	1	0	0	0	0	0	561.9	2021.9	2565.6	2684	3277.1	1560.8	968.5	170.5	18.5	0	0	0	0	0	0.171462574	0.616978426	0.782887309	0.819016814	1	0.476274755	0.295535687	0.052027707	0.005645235	0	0		
D4GU69	Probable low-salt glycan biosynthesis epimerase Agl13	18336.07	9	FALSE	6	8	8	8	8	8	7	8	6	7	8	6	4	4	515.4	4074.4	2605.4	2652.5	2020.2	1203.5	905.6	1167.4	603.1	1520.7	1548.1	2462.3	3142.8	4759.2	0.108295512	0.856110271	0.547444949	0.55734157	0.424483106	0.252878635	0.190284081	0.245293327	0.126722979	0.319528492	0.325285762	0.51737687	0.660363086	1		
D4GWM8	AAA-type ATPase (CDC48 subfamily)	81988.75	37	FALSE	32	33	33	29	31	31	30	28	21	22	18	14	7	6	2678.9	1671.8	1618.1	1594.4	2007.5	1131.3	1112.4	1781.1	853.2	1673.1	1298.9	895.6	321.6	316.2	1	0.624062115	0.604016574	0.595169659	0.749374743	0.422300198	0.415245063	0.664862444	0.318488932	0.624547389	0.48486319	0.334316324	0.120049274	0.118033521		
D4GW38	Cro/C1 family transcription regulator	18480.29	9	FALSE	5	9	8	9	8	5	4	3	0	1	0	0	0	0	573	9972.2	7031.2	3958.1	2007.4	407.4	138.7	56	0	30.2	0	0	0	0	0.057459738	1	0.705080123	0.396913419	0.201299613	0.040853573	0.013908666	0.005615611	0	0.003028419	0	0	0	0		
D4H073	Uncharacterized protein	16382.7	5	FALSE	4	5	5	5	5	5	4	4	4	5	5	3	3	1	281.4	2657.5	2359.3	2407	1998.6	1280.9	837.4	1322.6	1282.6	2428.3	1962.4	1005.2	1156.6	161.1	0.105888993	1	0.887789276	0.905738476	0.752060207	0.481994356	0.315108184	0.497685795	0.482634055	0.913753528	0.738438382	0.378250235	0.435221072	0.060620884		
Q48327	Cell division protein FtsZ 1	39805.4	35	FALSE	35	17	12	10	9	9	5	4	3	3	0	0	0	0	140016	2237.2	397.2	302.2	1992.1	127.2	16.5	67.3	16.9	29.9	0	0	0	0	1	0.015978174	0.002836819	0.002158325	0.01422766	0.000908468	0.000117844	0.000480659	0.0001207	0.000213547	0	0	0	0		
D4GZ88	Ribonuclease Z	34306.72	12	FALSE	11	12	12	11	10	9	9	3	0	0	0	0	0	0	1053.1	4790	3904.2	3182.8	1987.3	714.1	215	21.4	0	0	0	0	0	0	0.219853862	1	0.815073069	0.664467641	0.414885177	0.14908142	0.044885177	0.004467641	0	0	0	0	0	0		
D4GYQ1	Uncharacterized protein	20927.68	10	FALSE	8	10	10	9	9	6	4	2	1	1	1	0	0	0	4573.5	11580.5	6162.9	4074.8	1984.9	519.8	140.2	42.8	6.9	10.2	10.8	0	0	0	0.394931134	1	0.532179094	0.351867363	0.171400199	0.044885799	0.012106558	0.003695868	0.000595829	0.000880791	0.000932602	0	0	0		
D4GZA2	TATA-box-binding protein 1	20345.88	6	FALSE	1	2	5	3	4	5	5	5	6	4	4	3	2	2	13.3	280.6	698.7	1104.8	1967.3	1930.8	1955.3	2681.1	2424.9	2634.1	1520.5	645.6	647.4	578.7	0.00496065	0.104658536	0.260601992	0.412069673	0.733765992	0.720152176	0.729290217	1	0.904442207	0.982469882	0.567117974	0.240796688	0.241468054	0.215844243		
D4GZX5	DNA-directed RNA polymerase subunit beta	67761.94	27	FALSE	25	25	22	22	24	21	18	20	19	16	12	8	6	4	4035.5	1655.6	1697.1	1958.3	1951.3	1191.3	945	1296.1	969.3	1206.1	755.3	477.1	295.1	160.5	1	0.410258952	0.420542684	0.485268244	0.483533639	0.295205055	0.234171726	0.321174576	0.240193285	0.298872507	0.18716392	0.118225746	0.073126007	0.039772023		
D4GTG4	Phosphoesterase	17070.98	6	FALSE	0	0	2	4	6	6	6	6	5	5	4	2	0	0	0	0	52.8	358.4	1934	3736	7830.8	7140.8	4893.1	4106.6	1166.1	98.5	0	0	0	0	0.006742606	0.045767993	0.246973489	0.477090463	1	0.911886397	0.624853144	0.524416407	0.148911989	0.012578536	0	0		
D4GT33	Vitamin B12-dependent ribonucleotide reductase	114375.8	43	FALSE	41	39	40	41	41	39	38	36	37	34	29	19	20	8	3565	1388.7	1442.8	1605	1932.9	1317	1222.5	1393.3	1059.1	1513.8	1219	881	598.7	286.7	1	0.389537167	0.404712482	0.450210379	0.542187938	0.369424965	0.342917251	0.390827489	0.297082749	0.424628331	0.341935484	0.247124825	0.167938289	0.080420757		
D4GZY3	Elongation factor 2	80441.31	32	FALSE	31	22	23	24	21	20	17	18	15	10	6	6	3	2	7851.1	2576.5	2845.1	2656.2	1927.3	1419.8	875.6	1241	982.6	1260	429.5	1272.5	169.6	169.2	1	0.328170575	0.362382341	0.338322019	0.245481525	0.180840901	0.111525773	0.158067022	0.125154437	0.160487066	0.05470571	0.162079199	0.021602068	0.02155112		
D4GZX6	DNA-directed RNA polymerase subunit Rpo1N	108913.4	35	FALSE	35	33	34	32	31	32	26	26	21	16	16	12	6	3	3792.3	2038	1442.7	1955	1920	1266.3	1029.2	1088.7	814	932.9	747.6	486.5	222.8	132.5	1	0.537404741	0.380428764	0.515518287	0.506289059	0.333913456	0.271392031	0.287081718	0.214645466	0.245998471	0.197136303	0.128286264	0.058750626	0.034939219		
D4GRS9	DUF91 domain-containing protein	21447.99	15	FALSE	0	0	3	10	15	15	15	15	15	15	14	9	3	0	0	0	13.1	234.1	1916.5	4106.3	8331.2	11139.8	9006.5	9654.1	3970.7	1461.9	117.3	0	0	0	0.001175964	0.02101474	0.172040791	0.368615235	0.747876982	1	0.80849746	0.866631358	0.356442665	0.131232159	0.010529812	0		
D4GRF1	Cob(I)alamin adenosyltransferase	25395.06	10	FALSE	8	10	10	9	9	10	5	4	4	2	3	0	0	0	1260	3395.3	2376.3	2154.1	1903.6	1153.6	449.4	438.6	285.8	286.2	181.4	0	0	0	0.371101228	1	0.699879245	0.634435838	0.560657379	0.339763791	0.132359438	0.12917857	0.084175183	0.084292993	0.053426796	0	0	0		
D4GYZ6	Metal-dependent hydrolase domain protein	25741.45	12	FALSE	12	8	4	4	5	2	2	0	0	0	0	1	0	0	48049.1	720	327.6	593.1	1895.1	182.9	102	0	0	0	0	32.6	0	0	1	0.014984672	0.006818026	0.012343624	0.039440905	0.003806523	0.002122829	0	0	0	0	0.000678473	0	0		
D4GW19	Archaease-like protein	14736.29	7	FALSE	0	0	0	2	7	7	7	7	6	7	5	2	0	0	0	0	0	138.6	1880.4	3469.8	7122.4	9166.3	5789.9	7316.3	1657.2	662.8	0	0	0	0	0	0.015120605	0.205142751	0.378538778	0.777020172	1	0.631650721	0.798173745	0.180792686	0.072308347	0	0		
D4GVW4	Uncharacterized motility-related protein HVO_2248	31360.83	17	FALSE	2	17	16	15	13	9	6	4	2	0	1	0	0	0	31.7	6166	4488.3	3424.6	1811.4	840.4	206.9	129.8	18.3	0	9.5	0	0	0	0.005141096	1	0.727911126	0.555400584	0.2937723	0.136295816	0.033554979	0.021050924	0.002967888	0	0.001540707	0	0	0		
