protein_id,signal_peptide,probability,cleavage_site,cleavage_site_prob
WP_174680757.1@GCF_013342145.1,Tat/SPII,0.987231,25-26,0.840476
WP_174680758.1@GCF_013342145.1,Tat/SPI,0.999845,33-34,0.869916
WP_174680838.1@GCF_013342145.1,Tat/SPI,0.999985,28-29,0.905481
WP_174680840.1@GCF_013342145.1,Sec/SPI,0.631913,21-22,0.617216
WP_174680851.1@GCF_013342145.1,Tat/SPI,0.979757,39-40,0.847421
WP_174680852.1@GCF_013342145.1,Tat/SPI,0.999529,29-30,0.905799
WP_174680856.1@GCF_013342145.1,Tat/SPII,0.992943,31-32,0.834747
WP_174680859.1@GCF_013342145.1,Sec/SPII,1.000066,20-21,0.993616
WP_174680865.1@GCF_013342145.1,Tat/SPII,0.936480,19-20,0.797996
WP_174680951.1@GCF_013342145.1,Sec/SPII,1.000068,20-21,0.992715
WP_174680960.1@GCF_013342145.1,Sec/SPIII,0.545146,17-18,0.346851
WP_174680961.1@GCF_013342145.1,Sec/SPIII,0.509746,14-15,0.219823
WP_174680963.1@GCF_013342145.1,Sec/SPIII,0.589037,14-15,0.291897
WP_174680995.1@GCF_013342145.1,Tat/SPII,0.993312,38-39,0.835030
WP_174681005.1@GCF_013342145.1,Sec/SPI,0.989637,25-26,0.948755
WP_174681024.1@GCF_013342145.1,Sec/SPI,0.402052,35-36,0.231381
WP_174681029.1@GCF_013342145.1,Tat/SPII,0.999384,31-32,0.836376
WP_174681062.1@GCF_013342145.1,Sec/SPI,0.482860,36-37,0.456497
WP_174681074.1@GCF_013342145.1,Tat/SPII,0.999781,31-32,0.835984
WP_174681113.1@GCF_013342145.1,Sec/SPII,0.998784,19-20,0.972971
WP_174681115.1@GCF_013342145.1,Tat/SPII,0.998923,20-21,0.845373
WP_174681116.1@GCF_013342145.1,Tat/SPII,0.998519,28-29,0.831187
WP_174681157.1@GCF_013342145.1,Tat/SPII,0.998977,25-26,0.854055
WP_174681161.1@GCF_013342145.1,Tat/SPI,0.999952,38-39,0.904328
WP_174681163.1@GCF_013342145.1,Tat/SPI,0.809543,32-33,0.349576
WP_174681168.1@GCF_013342145.1,Tat/SPII,0.999654,26-27,0.853593
WP_174681170.1@GCF_013342145.1,Tat/SPI,0.999933,27-28,0.911664
WP_174681173.1@GCF_013342145.1,Sec/SPI,0.997863,26-27,0.963240
WP_174681174.1@GCF_013342145.1,Sec/SPI,0.998820,26-27,0.974349
WP_174681212.1@GCF_013342145.1,Tat/SPI,0.999938,35-36,0.892409
WP_174681218.1@GCF_013342145.1,Tat/SPI,0.980271,35-36,0.866267
WP_174681219.1@GCF_013342145.1,Tat/SPII,0.997804,24-25,0.849276
WP_174681260.1@GCF_013342145.1,Sec/SPI,0.598197,59-60,0.452537
WP_174681261.1@GCF_013342145.1,Tat/SPI,0.999879,28-29,0.818914
WP_174681262.1@GCF_013342145.1,Tat/SPI,0.999902,28-29,0.824853
WP_174681272.1@GCF_013342145.1,Sec/SPI,0.924109,40-41,0.815112
WP_174681285.1@GCF_013342145.1,Tat/SPII,0.999331,26-27,0.838653
WP_174681294.1@GCF_013342145.1,Tat/SPI,0.999956,35-36,0.940288
WP_174681299.1@GCF_013342145.1,Sec/SPI,0.999059,25-26,0.974676
WP_174681339.1@GCF_013342145.1,Tat/SPI,0.995863,31-32,0.857711
WP_174681382.1@GCF_013342145.1,Tat/SPI,0.999572,32-33,0.862442
WP_174681467.1@GCF_013342145.1,Tat/SPI,0.929378,50-51,0.764513
WP_174681468.1@GCF_013342145.1,Tat/SPI,0.999986,39-40,0.931541
WP_174681477.1@GCF_013342145.1,Sec/SPII,1.000062,19-20,0.996727
WP_174681478.1@GCF_013342145.1,Sec/SPI,0.994080,33-34,0.807758
WP_174681482.1@GCF_013342145.1,Tat/SPII,0.669795,21-22,0.556827
WP_174681486.1@GCF_013342145.1,Tat/SPI,0.905681,59-60,0.776721
WP_174681508.1@GCF_013342145.1,Tat/SPI,0.999996,26-27,0.925915
WP_174681555.1@GCF_013342145.1,Tat/SPI,0.947334,55-56,0.797790
WP_174681559.1@GCF_013342145.1,Tat/SPII,0.999874,27-28,0.842540
WP_174681560.1@GCF_013342145.1,Tat/SPII,0.983670,27-28,0.828099
WP_174681585.1@GCF_013342145.1,Tat/SPII,0.960038,31-32,0.798474
WP_174681589.1@GCF_013342145.1,Tat/SPI,0.958345,42-43,0.373413
WP_174681591.1@GCF_013342145.1,Tat/SPII,0.852461,18-19,0.724311
WP_174681592.1@GCF_013342145.1,Tat/SPII,0.998356,25-26,0.838155
WP_174681597.1@GCF_013342145.1,Tat/SPII,0.886804,22-23,0.733530
WP_174681600.1@GCF_013342145.1,Tat/SPI,0.987412,48-49,0.876826
WP_174681607.1@GCF_013342145.1,Sec/SPII,0.909306,17-18,0.891818
WP_174681622.1@GCF_013342145.1,Tat/SPI,0.795817,45-46,0.475521
WP_174681624.1@GCF_013342145.1,Tat/SPII,0.621648,45-46,0.507380
WP_174681648.1@GCF_013342145.1,Tat/SPI,0.980851,29-30,0.771421
WP_174681692.1@GCF_013342145.1,Tat/SPI,0.999964,35-36,0.910441
WP_174681704.1@GCF_013342145.1,Sec/SPI,0.998564,28-29,0.830580
WP_174681720.1@GCF_013342145.1,Sec/SPI,0.999136,25-26,0.970780
WP_174681727.1@GCF_013342145.1,Tat/SPII,0.999929,24-25,0.837108
WP_174681728.1@GCF_013342145.1,Sec/SPI,0.564966,28-29,0.495659
WP_174681758.1@GCF_013342145.1,Sec/SPI,0.971468,24-25,0.860812
WP_174681760.1@GCF_013342145.1,Tat/SPII,0.997313,23-24,0.858100
WP_174681785.1@GCF_013342145.1,Tat/SPII,0.998002,22-23,0.839619
WP_174681787.1@GCF_013342145.1,Tat/SPII,0.999910,27-28,0.849531
WP_174681788.1@GCF_013342145.1,Tat/SPII,0.997962,27-28,0.843991
WP_174681790.1@GCF_013342145.1,Tat/SPI,0.999995,28-29,0.931221
WP_174681812.1@GCF_013342145.1,Sec/SPI,0.998780,35-36,0.832210
WP_174681817.1@GCF_013342145.1,Tat/SPI,0.871897,40-41,0.554374
WP_174681821.1@GCF_013342145.1,Sec/SPI,0.996606,30-31,0.916238
WP_174681843.1@GCF_013342145.1,Sec/SPII,0.999854,20-21,0.987122
WP_174681868.1@GCF_013342145.1,Sec/SPI,0.775852,21-22,0.494300
WP_174681880.1@GCF_013342145.1,Tat/SPII,0.781737,20-21,0.662771
WP_174681898.1@GCF_013342145.1,Tat/SPII,0.991143,29-30,0.833106
WP_174681901.1@GCF_013342145.1,Tat/SPI,0.896192,37-38,0.787777
WP_174681910.1@GCF_013342145.1,Sec/SPII,0.570061,21-22,0.548634
WP_174681928.1@GCF_013342145.1,Tat/SPII,0.962039,22-23,0.820679
WP_174681936.1@GCF_013342145.1,Tat/SPII,0.996310,27-28,0.836497
WP_174681978.1@GCF_013342145.1,Tat/SPII,0.654971,27-28,0.553221
WP_174681991.1@GCF_013342145.1,Tat/SPII,0.684042,21-22,0.566579
WP_174682004.1@GCF_013342145.1,Tat/SPII,0.607272,20-21,0.511141
WP_174682015.1@GCF_013342145.1,Tat/SPI,0.976107,38-39,0.883595
WP_174682016.1@GCF_013342145.1,Sec/SPI,0.973759,26-27,0.704308
WP_174682017.1@GCF_013342145.1,Sec/SPI,0.998044,25-26,0.888605
WP_174682019.1@GCF_013342145.1,Sec/SPI,0.998990,23-24,0.944033
WP_174682020.1@GCF_013342145.1,Sec/SPII,0.424098,18-19,0.394014
WP_174682057.1@GCF_013342145.1,Tat/SPI,0.999933,35-36,0.632943
WP_174682063.1@GCF_013342145.1,Sec/SPI,0.701090,18-19,0.525754
WP_174682067.1@GCF_013342145.1,Tat/SPII,0.994777,20-21,0.857827
WP_174682082.1@GCF_013342145.1,Sec/SPI,0.509910,46-47,0.494191
WP_174682103.1@GCF_013342145.1,Sec/SPI,0.998577,25-26,0.977170
WP_174682104.1@GCF_013342145.1,Sec/SPI,0.683291,26-27,0.623145
WP_174682134.1@GCF_013342145.1,Sec/SPII,0.838339,17-18,0.819438
WP_174682153.1@GCF_013342145.1,Tat/SPII,0.996511,32-33,0.830671
WP_174682163.1@GCF_013342145.1,Sec/SPII,0.587387,20-21,0.555689
WP_174682203.1@GCF_013342145.1,Tat/SPI,0.917079,37-38,0.770450
WP_174682214.1@GCF_013342145.1,Tat/SPI,0.753529,20-21,0.330387
WP_174682216.1@GCF_013342145.1,Tat/SPI,0.996470,31-32,0.722089
WP_174682217.1@GCF_013342145.1,Sec/SPI,0.790319,28-29,0.763440
WP_174682227.1@GCF_013342145.1,Tat/SPI,0.999975,35-36,0.809189
WP_174682230.1@GCF_013342145.1,Tat/SPII,0.833651,21-22,0.738964
WP_174682254.1@GCF_013342145.1,Sec/SPII,1.000064,19-20,0.994674
WP_174682261.1@GCF_013342145.1,Tat/SPII,0.999743,24-25,0.858558
WP_174682269.1@GCF_013342145.1,Tat/SPII,0.999956,24-25,0.844689
WP_174682282.1@GCF_013342145.1,Tat/SPII,0.967695,41-42,0.801910
WP_174682284.1@GCF_013342145.1,Tat/SPII,0.999071,20-21,0.855891
WP_174682299.1@GCF_013342145.1,Tat/SPI,0.999982,30-31,0.926678
WP_174682303.1@GCF_013342145.1,Tat/SPI,0.999960,39-40,0.839352
WP_174682363.1@GCF_013342145.1,Sec/SPI,0.997356,23-24,0.863845
WP_174682364.1@GCF_013342145.1,Sec/SPI,0.998879,28-29,0.845883
WP_174682375.1@GCF_013342145.1,Tat/SPII,0.759461,23-24,0.633486
WP_174682400.1@GCF_013342145.1,Tat/SPI,0.999966,30-31,0.934659
WP_174682403.1@GCF_013342145.1,Tat/SPII,0.842341,20-21,0.711596
WP_174682435.1@GCF_013342145.1,Sec/SPI,0.998957,25-26,0.977536
WP_174682436.1@GCF_013342145.1,Tat/SPI,1.000000,28-29,0.838590
WP_174682487.1@GCF_013342145.1,Sec/SPI,0.998982,21-22,0.977416
WP_174682488.1@GCF_013342145.1,Sec/SPI,0.999238,26-27,0.978834
WP_174682489.1@GCF_013342145.1,Sec/SPI,0.998925,20-21,0.975405
WP_174682521.1@GCF_013342145.1,Sec/SPI,0.955382,38-39,0.875763
WP_174682582.1@GCF_013342145.1,Sec/SPI,0.983009,20-21,0.845593
WP_174682658.1@GCF_013342145.1,Tat/SPI,0.997537,49-50,0.881245
WP_174682659.1@GCF_013342145.1,Tat/SPI,0.967835,54-55,0.855564
WP_174682679.1@GCF_013342145.1,Sec/SPI,0.986549,38-39,0.925188
WP_174682683.1@GCF_013342145.1,Tat/SPI,0.928136,26-27,0.567191
WP_174682684.1@GCF_013342145.1,Tat/SPII,0.995324,20-21,0.843041
WP_174682685.1@GCF_013342145.1,Tat/SPII,0.999353,20-21,0.846877
WP_174682691.1@GCF_013342145.1,Tat/SPI,0.961082,22-23,0.757638
WP_174682702.1@GCF_013342145.1,Tat/SPI,0.997323,41-42,0.902268
WP_174682710.1@GCF_013342145.1,Tat/SPI,0.981553,47-48,0.816394
WP_174682712.1@GCF_013342145.1,Tat/SPII,0.999842,27-28,0.845200
WP_174682735.1@GCF_013342145.1,Sec/SPI,0.998993,27-28,0.859866
WP_174682757.1@GCF_013342145.1,Tat/SPI,0.816136,43-44,0.679062
WP_174682758.1@GCF_013342145.1,Tat/SPII,0.991657,24-25,0.831573
WP_174682761.1@GCF_013342145.1,Tat/SPII,0.979333,24-25,0.832161
WP_174682770.1@GCF_013342145.1,Tat/SPI,0.979476,33-34,0.876739
WP_174682777.1@GCF_013342145.1,Sec/SPI,0.997718,21-22,0.878822
WP_174682793.1@GCF_013342145.1,Tat/SPI,0.978520,26-27,0.446440
WP_174682794.1@GCF_013342145.1,Tat/SPI,0.998541,23-24,0.642509
WP_174682820.1@GCF_013342145.1,Sec/SPI,0.998878,30-31,0.972121
WP_174682878.1@GCF_013342145.1,Sec/SPI,0.539532,21-22,0.419622
WP_174682879.1@GCF_013342145.1,Tat/SPII,0.580840,20-21,0.488143
WP_174682886.1@GCF_013342145.1,Sec/SPI,0.994570,28-29,0.949820
WP_174682893.1@GCF_013342145.1,Sec/SPI,0.959190,27-28,0.834187
WP_174682897.1@GCF_013342145.1,Sec/SPI,0.998484,31-32,0.959565
WP_217468206.1@GCF_013342145.1,Tat/SPII,0.999275,31-32,0.842166
WP_217468212.1@GCF_013342145.1,Tat/SPII,0.997551,25-26,0.836527
WP_217468222.1@GCF_013342145.1,Tat/SPII,0.999841,25-26,0.852909
WP_217468235.1@GCF_013342145.1,Sec/SPII,1.000020,19-20,0.995080
WP_217468236.1@GCF_013342145.1,Tat/SPI,0.999962,39-40,0.846910
WP_217468240.1@GCF_013342145.1,Tat/SPI,0.999566,39-40,0.874848
WP_217468245.1@GCF_013342145.1,Tat/SPI,0.624186,39-40,0.409402
WP_217468250.1@GCF_013342145.1,Sec/SPI,0.998959,24-25,0.974847
WP_254611685.1@GCF_013342145.1,Tat/SPII,0.997533,25-26,0.838994
WP_254611689.1@GCF_013342145.1,Tat/SPI,0.469905,33-34,0.387255
WP_254611695.1@GCF_013342145.1,Tat/SPI,0.917284,37-38,0.567120
WP_254611703.1@GCF_013342145.1,Tat/SPI,0.986005,51-52,0.895492
WP_254611705.1@GCF_013342145.1,Tat/SPI,0.926694,37-38,0.636794
WP_254611706.1@GCF_013342145.1,Sec/SPI,0.998254,35-36,0.974089
WP_254611721.1@GCF_013342145.1,Tat/SPI,1.000009,27-28,0.914276
WP_254611728.1@GCF_013342145.1,Sec/SPI,0.999092,20-21,0.977894
WP_254611734.1@GCF_013342145.1,Tat/SPI,0.916286,49-50,0.775575
WP_254611740.1@GCF_013342145.1,Tat/SPI,0.945057,51-52,0.861088
WP_254611750.1@GCF_013342145.1,Sec/SPII,0.892832,20-21,0.872057
WP_254611751.1@GCF_013342145.1,Tat/SPII,0.984995,32-33,0.830597
WP_254611769.1@GCF_013342145.1,Sec/SPI,0.924574,37-38,0.753487
WP_254611770.1@GCF_013342145.1,Tat/SPII,0.595588,23-24,0.500945
WP_254611771.1@GCF_013342145.1,Sec/SPI,0.995115,27-28,0.600563
WP_254611772.1@GCF_013342145.1,Tat/SPII,0.606138,18-19,0.524007
WP_254611782.1@GCF_013342145.1,Tat/SPI,0.999914,33-34,0.696559
WP_254611785.1@GCF_013342145.1,Tat/SPI,0.999981,31-32,0.669629
WP_254611867.1@GCF_013342145.1,Tat/SPI,0.999992,34-35,0.905426
WP_309138844.1@GCF_013342145.1,Tat/SPII,0.956721,19-20,0.802740
WP_309138846.1@GCF_013342145.1,Tat/SPII,0.979848,21-22,0.835772
WP_309138854.1@GCF_013342145.1,Tat/SPII,0.995911,20-21,0.847733
WP_309138860.1@GCF_013342145.1,Tat/SPII,0.999824,29-30,0.836128
WP_178288263.1@GCF_013391085.1,Tat/SPII,0.992413,20-21,0.836384
WP_178288291.1@GCF_013391085.1,Sec/SPII,0.446814,16-17,0.369876
WP_178288323.1@GCF_013391085.1,Tat/SPI,0.986007,56-57,0.881427
WP_178288338.1@GCF_013391085.1,Tat/SPII,0.998188,22-23,0.836813
WP_178288344.1@GCF_013391085.1,Tat/SPII,0.997498,17-18,0.847095
WP_178288373.1@GCF_013391085.1,Tat/SPII,0.999799,24-25,0.846609
WP_178288468.1@GCF_013391085.1,Tat/SPI,0.999863,29-30,0.846536
WP_178288506.1@GCF_013391085.1,Tat/SPII,0.999802,24-25,0.848439
WP_178288516.1@GCF_013391085.1,Tat/SPII,0.904261,21-22,0.758664
WP_178288556.1@GCF_013391085.1,Tat/SPII,0.971112,40-41,0.805217
WP_178288566.1@GCF_013391085.1,Tat/SPI,0.999223,34-35,0.623225
WP_178288572.1@GCF_013391085.1,Tat/SPII,0.999442,23-24,0.848637
WP_178288577.1@GCF_013391085.1,Tat/SPII,0.999976,25-26,0.856343
WP_178288674.1@GCF_013391085.1,Sec/SPI,0.743088,27-28,0.721175
WP_178288678.1@GCF_013391085.1,Tat/SPII,0.541128,19-20,0.444628
WP_178288708.1@GCF_013391085.1,Tat/SPII,0.793888,17-18,0.672123
WP_178288717.1@GCF_013391085.1,Sec/SPI,0.998254,29-30,0.951887
WP_178288729.1@GCF_013391085.1,Tat/SPI,0.999375,41-42,0.897955
WP_178288776.1@GCF_013391085.1,Sec/SPI,0.768876,21-22,0.464586
WP_178288783.1@GCF_013391085.1,Tat/SPII,0.878735,20-21,0.736511
WP_178288823.1@GCF_013391085.1,Sec/SPI,0.529942,33-34,0.304539
WP_178288828.1@GCF_013391085.1,Tat/SPII,0.997434,22-23,0.848699
WP_178288872.1@GCF_013391085.1,Tat/SPI,0.973438,42-43,0.700904
WP_178288875.1@GCF_013391085.1,Sec/SPI,0.806064,45-46,0.726429
WP_178288876.1@GCF_013391085.1,Sec/SPI,0.574482,24-25,0.372054
WP_178288877.1@GCF_013391085.1,Sec/SPI,0.998866,27-28,0.964144
WP_178288879.1@GCF_013391085.1,Tat/SPI,0.969393,43-44,0.811990
WP_178288889.1@GCF_013391085.1,Sec/SPI,0.998253,29-30,0.967372
WP_178288920.1@GCF_013391085.1,Sec/SPII,1.000026,18-19,0.996013
WP_178288958.1@GCF_013391085.1,Tat/SPII,0.965508,23-24,0.821651
WP_178288988.1@GCF_013391085.1,Tat/SPII,0.998540,29-30,0.838226
WP_178289002.1@GCF_013391085.1,Sec/SPI,0.998989,29-30,0.952774
WP_178289021.1@GCF_013391085.1,Sec/SPI,0.998375,23-24,0.969610
WP_178289026.1@GCF_013391085.1,Sec/SPI,0.505155,35-36,0.283113
WP_178289057.1@GCF_013391085.1,Tat/SPI,0.929726,62-63,0.750035
WP_178289117.1@GCF_013391085.1,Tat/SPII,0.998738,35-36,0.841589
WP_178289166.1@GCF_013391085.1,Sec/SPI,0.999152,28-29,0.960803
WP_178289167.1@GCF_013391085.1,Sec/SPII,0.821049,18-19,0.729224
WP_178289172.1@GCF_013391085.1,Sec/SPI,0.797097,29-30,0.750911
WP_178289173.1@GCF_013391085.1,Sec/SPI,0.998919,35-36,0.933697
WP_178289177.1@GCF_013391085.1,Tat/SPI,0.936420,35-36,0.809232
WP_178289186.1@GCF_013391085.1,Tat/SPI,0.999970,29-30,0.919895
WP_178289188.1@GCF_013391085.1,Sec/SPI,0.567048,28-29,0.320378
WP_178289189.1@GCF_013391085.1,Sec/SPII,1.000075,17-18,0.993965
WP_178289237.1@GCF_013391085.1,Tat/SPII,0.993546,25-26,0.829460
WP_178289256.1@GCF_013391085.1,Sec/SPI,0.547603,19-20,0.338971
WP_178289257.1@GCF_013391085.1,Tat/SPII,0.962128,39-40,0.784258
WP_178289266.1@GCF_013391085.1,Sec/SPI,0.997836,32-33,0.915763
WP_178289281.1@GCF_013391085.1,Sec/SPII,1.000058,17-18,0.992791
WP_178289287.1@GCF_013391085.1,Sec/SPI,0.999028,24-25,0.980583
WP_178289290.1@GCF_013391085.1,Tat/SPII,0.966693,20-21,0.806666
WP_178289314.1@GCF_013391085.1,Sec/SPI,0.910729,28-29,0.735724
WP_178289323.1@GCF_013391085.1,Tat/SPII,0.999681,30-31,0.844697
WP_178289327.1@GCF_013391085.1,Tat/SPI,0.665742,23-24,0.190519
WP_178289340.1@GCF_013391085.1,Tat/SPII,0.751274,20-21,0.642347
WP_178289344.1@GCF_013391085.1,Sec/SPIII,0.627471,7-8,0.423760
WP_178289374.1@GCF_013391085.1,Sec/SPI,0.544424,30-31,0.528618
WP_178289375.1@GCF_013391085.1,Sec/SPI,0.758819,25-26,0.888828
WP_178289414.1@GCF_013391085.1,Sec/SPII,1.000070,19-20,0.996856
WP_178289426.1@GCF_013391085.1,Tat/SPII,0.999799,22-23,0.838272
WP_178289445.1@GCF_013391085.1,Tat/SPI,0.999970,33-34,0.919235
WP_178289451.1@GCF_013391085.1,Sec/SPI,0.643077,43-44,0.536005
WP_178289473.1@GCF_013391085.1,Tat/SPI,0.999959,35-36,0.902274
WP_178289482.1@GCF_013391085.1,Sec/SPI,0.999057,28-29,0.843821
WP_178289497.1@GCF_013391085.1,Tat/SPII,0.995202,20-21,0.852541
WP_178289499.1@GCF_013391085.1,Sec/SPI,0.998767,30-31,0.964851
WP_178289505.1@GCF_013391085.1,Tat/SPI,0.634602,31-32,0.527812
WP_178289519.1@GCF_013391085.1,Tat/SPI,0.999868,35-36,0.923946
WP_178289553.1@GCF_013391085.1,Tat/SPII,0.961608,22-23,0.807930
WP_178289594.1@GCF_013391085.1,Sec/SPI,0.635778,31-32,0.581349
WP_178289595.1@GCF_013391085.1,Sec/SPI,0.999057,20-21,0.951285
WP_178289596.1@GCF_013391085.1,Sec/SPI,0.998949,26-27,0.882827
WP_178289614.1@GCF_013391085.1,Sec/SPI,0.983442,35-36,0.949117
WP_178289656.1@GCF_013391085.1,Tat/SPII,0.999391,26-27,0.839486
WP_178289669.1@GCF_013391085.1,Tat/SPI,0.982659,31-32,0.868000
WP_178289688.1@GCF_013391085.1,Tat/SPI,0.578628,54-55,0.474550
WP_178289705.1@GCF_013391085.1,Tat/SPII,0.905883,19-20,0.799419
WP_178289708.1@GCF_013391085.1,Sec/SPI,0.637772,29-30,0.615361
WP_178289710.1@GCF_013391085.1,Sec/SPII,1.000085,18-19,0.996630
WP_178289716.1@GCF_013391085.1,Sec/SPII,1.000063,12-13,0.994023
WP_178289717.1@GCF_013391085.1,Sec/SPI,0.998892,29-30,0.972804
WP_178289721.1@GCF_013391085.1,Tat/SPII,0.999726,24-25,0.838991
WP_178289736.1@GCF_013391085.1,Tat/SPI,0.894666,35-36,0.699968
WP_178289752.1@GCF_013391085.1,Sec/SPI,0.999152,19-20,0.979499
WP_178289760.1@GCF_013391085.1,Tat/SPII,0.999903,28-29,0.834637
WP_178289789.1@GCF_013391085.1,Tat/SPI,1.000013,36-37,0.871038
WP_178289790.1@GCF_013391085.1,Sec/SPI,0.999013,30-31,0.967512
WP_178289795.1@GCF_013391085.1,Tat/SPII,0.999831,20-21,0.844149
WP_178289804.1@GCF_013391085.1,Tat/SPII,0.999925,29-30,0.842491
WP_178289808.1@GCF_013391085.1,Tat/SPI,0.999993,26-27,0.928214
WP_178289824.1@GCF_013391085.1,Sec/SPI,0.998116,27-28,0.834824
WP_178289838.1@GCF_013391085.1,Tat/SPII,0.999980,22-23,0.856589
WP_178289861.1@GCF_013391085.1,Sec/SPI,0.964979,41-42,0.908311
WP_178289873.1@GCF_013391085.1,Tat/SPII,0.671353,53-54,0.553799
WP_178289887.1@GCF_013391085.1,Tat/SPII,0.995584,21-22,0.848034
WP_178289889.1@GCF_013391085.1,Tat/SPI,0.983676,34-35,0.880177
WP_178289892.1@GCF_013391085.1,Tat/SPII,0.999869,24-25,0.849314
WP_178289913.1@GCF_013391085.1,Tat/SPII,0.937515,32-33,0.762755
WP_178289916.1@GCF_013391085.1,Tat/SPII,1.000000,27-28,0.849960
WP_178289949.1@GCF_013391085.1,Sec/SPI,0.995407,27-28,0.608895
WP_178289950.1@GCF_013391085.1,Sec/SPI,0.998986,31-32,0.962858
WP_178289951.1@GCF_013391085.1,Sec/SPI,0.998765,38-39,0.969329
WP_178289952.1@GCF_013391085.1,Sec/SPI,0.968875,34-35,0.902763
WP_178289953.1@GCF_013391085.1,Sec/SPI,0.996499,37-38,0.898023
WP_178289954.1@GCF_013391085.1,Sec/SPI,0.999095,32-33,0.973405
WP_178289955.1@GCF_013391085.1,Tat/SPII,0.915289,37-38,0.775192
WP_178289960.1@GCF_013391085.1,Sec/SPI,0.998923,26-27,0.968997
WP_178289965.1@GCF_013391085.1,Tat/SPI,0.999161,32-33,0.830257
WP_178289984.1@GCF_013391085.1,Sec/SPI,0.998790,30-31,0.890437
WP_178289985.1@GCF_013391085.1,Sec/SPI,0.998747,26-27,0.972270
WP_178289986.1@GCF_013391085.1,Sec/SPI,0.998974,22-23,0.966767
WP_178290007.1@GCF_013391085.1,Sec/SPI,0.971875,25-26,0.924905
WP_178290008.1@GCF_013391085.1,Sec/SPI,0.999119,26-27,0.964137
WP_178290009.1@GCF_013391085.1,Sec/SPI,0.999091,26-27,0.968553
WP_178290015.1@GCF_013391085.1,Tat/SPI,0.998514,39-40,0.862738
WP_178290016.1@GCF_013391085.1,Sec/SPI,0.998150,33-34,0.964866
WP_178290018.1@GCF_013391085.1,Tat/SPII,0.947761,19-20,0.770869
WP_178290030.1@GCF_013391085.1,Sec/SPI,0.693681,34-35,0.617105
WP_178290067.1@GCF_013391085.1,Tat/SPI,0.999439,29-30,0.728408
WP_178290095.1@GCF_013391085.1,Tat/SPII,0.987651,33-34,0.835322
WP_178290117.1@GCF_013391085.1,Sec/SPII,1.000048,16-17,0.996493
WP_178290118.1@GCF_013391085.1,Tat/SPI,0.999995,25-26,0.920442
WP_178290146.1@GCF_013391085.1,Tat/SPII,0.953200,20-21,0.807075
WP_178290153.1@GCF_013391085.1,Tat/SPII,0.992208,21-22,0.850157
WP_178290158.1@GCF_013391085.1,Tat/SPI,1.000001,37-38,0.895601
WP_178290176.1@GCF_013391085.1,Sec/SPII,0.564094,23-24,0.511465
WP_178290179.1@GCF_013391085.1,Sec/SPI,0.999196,25-26,0.969485
WP_178290225.1@GCF_013391085.1,Tat/SPII,0.999250,26-27,0.836924
WP_178290226.1@GCF_013391085.1,Sec/SPI,0.694983,38-39,0.623135
WP_178290231.1@GCF_013391085.1,Sec/SPI,0.998994,29-30,0.971936
WP_178290237.1@GCF_013391085.1,Sec/SPII,1.000015,19-20,0.992500
WP_178290248.1@GCF_013391085.1,Tat/SPII,0.990812,20-21,0.836592
WP_178290249.1@GCF_013391085.1,Tat/SPII,0.999335,20-21,0.841486
WP_178290343.1@GCF_013391085.1,Tat/SPII,0.999859,26-27,0.849595
WP_178290348.1@GCF_013391085.1,Tat/SPII,0.998800,30-31,0.835845
WP_178290356.1@GCF_013391085.1,Tat/SPII,0.994049,21-22,0.838930
WP_178290360.1@GCF_013391085.1,Tat/SPII,0.996512,26-27,0.847150
WP_178290380.1@GCF_013391085.1,Tat/SPII,0.997642,20-21,0.835172
WP_178290396.1@GCF_013391085.1,Tat/SPII,0.999693,27-28,0.853595
WP_178290397.1@GCF_013391085.1,Tat/SPII,0.819439,20-21,0.696631
WP_178290444.1@GCF_013391085.1,Sec/SPI,0.537532,25-26,0.408453
WP_178290449.1@GCF_013391085.1,Sec/SPI,0.999048,28-29,0.976589
WP_178290457.1@GCF_013391085.1,Tat/SPI,0.995257,22-23,0.699355
WP_178290462.1@GCF_013391085.1,Sec/SPI,0.998889,24-25,0.967320
WP_178290466.1@GCF_013391085.1,Sec/SPI,0.998108,33-34,0.916434
WP_178290480.1@GCF_013391085.1,Sec/SPI,0.627176,26-27,0.304128
WP_178290481.1@GCF_013391085.1,Sec/SPI,0.712220,26-27,0.422975
WP_178290483.1@GCF_013391085.1,Sec/SPI,0.781634,48-49,0.740336
WP_178290492.1@GCF_013391085.1,Sec/SPI,0.673720,23-24,0.630966
WP_178290508.1@GCF_013391085.1,Sec/SPI,0.936097,24-25,0.861350
WP_178290513.1@GCF_013391085.1,Sec/SPI,0.994362,28-29,0.945604
WP_178290520.1@GCF_013391085.1,Tat/SPII,0.732361,20-21,0.618682
WP_178290552.1@GCF_013391085.1,Tat/SPI,0.999980,31-32,0.906172
WP_178290561.1@GCF_013391085.1,Tat/SPII,0.667160,39-40,0.525529
WP_178290567.1@GCF_013391085.1,Sec/SPI,0.998420,25-26,0.532309
WP_178290574.1@GCF_013391085.1,Sec/SPI,0.868610,25-26,0.795107
WP_178290592.1@GCF_013391085.1,Tat/SPII,0.999340,22-23,0.842264
WP_178290596.1@GCF_013391085.1,Tat/SPII,0.997938,22-23,0.832658
WP_178290605.1@GCF_013391085.1,Tat/SPII,0.955301,21-22,0.793870
WP_178290611.1@GCF_013391085.1,Tat/SPII,0.998313,20-21,0.839041
