query_organism,query_accession,query_protein_id,query_pfam_domain,query_start,query_end,target_accession,target_protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_organism_name,rank_sequence,rank_structure,average_rank
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900115565.1,WP_092527667.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Yuhushiella,Yuhushiella arida,Amycolatopsis arida,711,88,399.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_016907715.1,WP_205122743.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Tenggerimyces,Tenggerimyces flavus,Tenggerimyces flavus,449,372,410.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_003667565.1,WP_121647922.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Mycetocola,Mycetocola tolaasinivorans,Mycetocola tolaasinivorans,551,277,414
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_023819025.1,MCM8776234.1,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,Aquincolibacteriaceae,JAMWDC01,JAMWDC01 sp023819025,Candidatus Omnitrophica bacterium,387,461,424
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900116555.1,WP_092979451.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinopolyspora,Actinopolyspora righensis,Actinopolyspora righensis,545,304,424.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_014191605.1,WP_183650301.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Prauserella,Prauserella isguenensis,Prauserella isguenensis,691,165,428
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_022706765.1,JAKJBX010000001.1_125,Bacteria,Bacillota_A,Clostridia,Monoglobales,Firm-18,MWCQ01,MWCQ01 sp022706765,Firmicutes bacterium,793,64,428.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_944390445.1,CALXQB010000044.1_2,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390445,uncultured Clostridia bacterium,684,174,429
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_004364325.1,WP_243866644.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,Actinophytocola oryzae,Actinophytocola oryzae,621,238,429.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_900554205.1,USGM01000126.1_7,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900554205,uncultured Lachnospiraceae bacterium,826,39,432.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000719975.1,WP_048807243.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Prauserella,Prauserella rugosa,Prauserella rugosa,749,118,433.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_016798245.1,WP_203087404.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Bacillaceae_D,Shouchella,Shouchella gibsonii_A,Alkalihalobacillus gibsonii,779,98,438.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_020711195.1,WP_229345022.1,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium sp020711195,Halanaerobium sp. Z-7514,729,151,440
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_016862975.1,WP_239134476.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Rugosimonospora,Rugosimonospora africana,Rugosimonospora africana,611,270,440.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_016820655.1,WP_203366152.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,SIT17,Anaeromonas,Anaeromonas frigoriresistens,Anaeromonas frigoriresistens,627,268,447.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_002886185.1,WP_110938831.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Salisediminibacteriaceae,Salipaludibacillus,Salipaludibacillus neizhouensis,Salipaludibacillus neizhouensis,395,503,449
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000005825.2,WP_012960524.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Bacillaceae_D,Alkalihalophilus,Alkalihalophilus pseudofirmus,Alkalihalophilus pseudofirmus OF4,705,194,449.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_017577895.1,MBO2480341.1,Bacteria,Bacillota,Bacilli,Bacillales_F,Bacillaceae_M,Bacillus_BB,Bacillus_BB sp001884825,Firmicutes bacterium,700,200,450
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000188175.1,WP_009144634.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A succinatutens,Phascolarctobacterium succinatutens YIT 12067,759,142,450.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_017500905.1,MBR2974673.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-314,RGIG5495,RGIG5495 sp017500905,Clostridia bacterium,357,548,452.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_007994225.1,WP_147133886.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia albiflava,Stackebrandtia albiflava,865,46,455.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900100185.1,WP_090399485.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Natribacillus,Natribacillus halophilus,Natribacillus halophilus,483,449,466
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_903905455.1,CAIVGN010000055.1_18,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium_A,Archangium_A sp903905455,uncultured Archangium sp.,543,394,468.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_019113825.1,HIW62027.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia excrementipullorum,Candidatus Stackebrandtia excrementipullorum,881,60,470.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_023461435.1,JAEYLC010000026.1_56,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023461435,Firmicutes bacterium,666,280,473
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_021806205.1,JAJZXX010000229.1_15,Bacteria,Bacillota_E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,Sulfobacillus_B,Sulfobacillus_B sp021806205,Firmicutes bacterium,704,246,475
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000504165.1,WP_028398786.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_H,Bacillus_BA,Bacillus_BA sp000504165,Bacillus sp. FJAT-14578,743,207,475
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900240295.1,WP_023053909.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus vaginalis,'Megasphaera vaginalis' Bordigoni et al. 2020,542,414,478
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_021797925.1,JAJZYS010000033.1_6,Bacteria,Bacillota_E,JAJZYS01,JAJZYS01,JAJZYS01,JAJZYS01,JAJZYS01 sp021797925,Firmicutes bacterium,875,85,480
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_013698095.1,MBA2720192.1,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CF-46,CF-46 sp013698095,Chloroflexi bacterium,919,84,501.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_009380105.1,MQA27943.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,WHSM01,WHSM01 sp009380105,Micromonosporaceae bacterium,727,300,513.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_004362515.1,WP_091373580.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba,Actinokineospora alba,710,320,515
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000145275.1,WP_010073829.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_K,Clostridium_K cellulovorans,Clostridium cellulovorans 743B,835,216,525.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_003369445.1,WP_115789265.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_G,Arthrobacter_G silvisoli,Arthrobacter silvisoli,638,415,526.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_017303315.1,MBN8210704.1,Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp017303315,Bacillus sp. NTK071,570,500,535
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_900314855.1,OMWZ01000001.1_160,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum sp900314855,uncultured Selenomonadales bacterium,901,182,541.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_023511725.1,MCL6515138.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,JAIMAY01,JAIMAY01 sp023511725,Alicyclobacillus sp.,858,226,542
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_012837335.1,HHT36968.1,Bacteria,Bacillota_G,Limnochordia,DTU010,DTU012,DTU012,DTU012 sp012837335,Firmicutes bacterium,850,241,545.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_006716355.1,WP_142036736.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia endophytica,Stackebrandtia endophytica,992,103,547.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_001189295.1,WP_050434204.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces crocatus,Chondromyces crocatus,923,184,553.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_023408075.1,JAEYKW010000006.1_3,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023408075,Firmicutes bacterium,934,183,558.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_021201475.1,MCD7919238.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Onthomonas,Onthomonas sp021201475,Clostridiales bacterium,601,516,558.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_009917455.1,NBJ99005.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-95,CAG-95 sp009917455,bacterium 1xD8-48,802,318,560
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_005884945.1,TMK73334.1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,AC-21,AC-21 sp005884945,Actinobacteria bacterium,694,432,563
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_024171735.1,WP_301302485.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Prauserella,Prauserella alba,Prauserella alba,913,217,565
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_003599235.1,RJQ32862.1,Bacteria,Actinomycetota,Aquicultoria,SURF-47,SURF-47,SURF-47,SURF-47 sp003599235,Actinobacteria bacterium,776,355,565.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900112045.1,WP_090241136.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus halodurans,Lentibacillus halodurans,644,495,569.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900116805.1,WP_074949145.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus,Alicyclobacillus macrosporangiidus,814,338,576
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_900552005.1,URXU01000001.1_18,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,URXU01,URXU01 sp900552005,uncultured Phascolarctobacterium sp.,564,608,586
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000473995.1,WP_022748504.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,Clostridium saccharobutylicum DSM 13864,916,262,589
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_021205455.1,MCD8368329.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Onthomonas,Onthomonas sp021205455,Clostridiales bacterium,504,681,592.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000152705.1,WP_009775282.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Knoellia,Knoellia sp000152705,Janibacter sp. HTCC2649,946,242,594
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_009856355.1,WP_237418657.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_B,Halobacillus litoralis,936,255,595.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_017307285.1,MBN9561385.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,JAFKFI01,JAFKFI01 sp017307285,Alphaproteobacteria bacterium,805,393,599
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_023451855.1,JAEXXY010000227.1_9,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Monashia,Monashia sp023451855,Actinomycetia bacterium,794,418,606
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_900546845.1,UREK01000013.1_31,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp900546845,uncultured Eubacteriales bacterium,990,253,621.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_000434895.1,CDD10059.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A succinatutens_A,Phascolarctobacterium succinatutens CAG:287,930,328,629
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_012521555.1,NLM84745.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,Sporobacter sp012521555,Clostridiales bacterium,803,484,643.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900178005.1,WP_085522192.1,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Marseille-P3662,Marseille-P3662 sp900178005,Tuberibacillus sp. Marseille-P3662,816,501,658.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000807255.1,WP_003446299.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,Clostridium_I pasteurianum,Clostridium pasteurianum DSM 525 = ATCC 6013,510,809,659.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000340965.1,WP_017577549.1,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardiopsis kunsanensis,Nocardiopsis kunsanensis DSM 44524,753,574,663.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_017656135.1,MBO8127449.1,Bacteria,Bacillota_G,UBA5301,UBA5301,UBA5301,JACDOJ01,JACDOJ01 sp017656135,Firmicutes bacterium,696,640,668
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_014287795.1,WP_186856539.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella sp014287795,Christensenella sp. NSJ-35,830,510,670
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_013813345.1,MBA3243777.1,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,JACCRW01,JACCRW01 sp013813345,Actinobacteria bacterium,966,375,670.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000702945.1,WP_051685123.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp000702945,Clostridium sp. KNHs205,692,682,687
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_017517275.1,MBR3838956.1,Bacteria,Bacillota_A,Clostridia,UBA1212,UBA1255,SIG424,SIG424 sp017517275,Clostridia bacterium,891,497,694
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900110485.1,WP_091744039.1,Bacteria,Bacillota_C,Negativicutes,Propionisporales,Propionisporaceae,Propionispora,Propionispora vibrioides,Propionispora vibrioides,763,647,705
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_022571885.1,JACZWZ010000024.1_8,Bacteria,Actinomycetota,Acidimicrobiia,UBA5794,UBA11373,JACZWZ01,JACZWZ01 sp022571885,Acidobacteria bacterium,860,556,708
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_000702485.1,WP_156039986.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus_B,Alicyclobacillus macrosporangiidus CPP55,888,557,722.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900111295.1,WP_093053193.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Salisediminibacteriaceae,Salipaludibacillus,Salipaludibacillus aurantiacus,Salipaludibacillus aurantiacus,914,546,730
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_002434335.1,DJJW01000054.1_31,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp002434335,Lachnoclostridium sp. UBA6558,885,598,741.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_004331345.1,WP_131345591.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella soli,Kribbella soli,771,735,753
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_900240995.1,WP_102346475.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_J,OESV01,OESV01 sp900240995,Bacillus sp. Marseille-P3661,974,535,754.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_003158705.1,PMKX01000024.1_14,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,FEN-672,FEN-672 sp003158705,Actinobacteria bacterium,641,918,779.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_014084125.1,WP_182444545.1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp014084125,Streptacidiphilus sp. PB12-B1b,878,729,803.5
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_019694595.1,MBX7100388.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,JAIBBQ01,JAIBBQ01 sp019694595,Myxococcaceae bacterium,965,663,814
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCF_014697025.1,WP_190572092.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,MUGG01,MUGG01 sp014697025,Alkalinema sp. FACHB-956,985,665,825
Halogranum salarium B-1,GCF_000283335.1,WP_009365375.1,PG_binding_1,273,327,GCA_000242235.1,EHO17408.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum,Stomatobaculum longum,937,823,880
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_000283335.1,WP_157572895.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum,Halogranum salarium B-1,1,1,1
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_023699475.1,WP_250872933.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina rubra,Halomarina rubra,3,2,2.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_000710615.1,WP_158413663.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,Haladaptatus cibarius D43,4,4,4
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_009791395.1,WP_158204996.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina oriensis,Halomarina oriensis,6,3,4.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_023074835.1,WP_247418429.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina salina,Halomarina salina,2,7,4.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_020618475.1,WP_255766967.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475,Haladaptatus sp. PSR5,8,5,6.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_900156425.1,WP_076430381.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,Haladaptatus litoreus,11,6,8.5
