assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCA_023379825.1,MCL4438593.1,PF08823.14,PG_binding_2,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,UBA447,UBA447 sp023379825
GCA_023409695.1,JAEYQZ010000099.1_10,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023409695
GCA_023409695.1,JAEYQZ010000099.1_11,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023409695
GCA_023409695.1,JAEYQZ010000215.1_22,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023409695
GCA_023411115.1,JAEYPF010000013.1_5,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023411115
GCA_023411115.1,JAEYPF010000018.1_218,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023411115
GCA_023411115.1,JAEYPF010000018.1_219,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023411115
GCA_023411115.1,JAEYPF010000018.1_219,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023411115
GCA_023434825.1,JAEYSH010000043.1_30,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023434825
GCA_023434825.1,JAEYSH010000080.1_8,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023434825
GCA_023434825.1,JAEYSH010000156.1_18,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023434825
GCA_023434825.1,JAEYSH010000169.1_9,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023434825
GCA_023436175.1,JAEZKE010000108.1_3,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023436175
GCA_023436175.1,JAEZKE010000128.1_1,PF01476.23,LysM,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023436175
GCA_023436175.1,JAEZKE010000159.1_15,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023436175
GCA_023436175.1,JAEZKE010000162.1_17,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp023436175
GCA_023487205.1,MCL5786363.1,PF01476.23,LysM,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,JAMDBT01,JAMDBT01 sp023487205
GCA_023487765.1,MCL5783454.1,PF18348.4,SH3_16,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,JAJZOM01,JAJZOM01 sp023487765
GCA_023488885.1,MCL6089490.1,PF18348.4,SH3_16,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,JAJZOM01,JAJZOM01 sp023488885
GCA_023489435.1,MCL5955706.1,PF07653.20,SH3_2,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,JAJZOM01,JAJZOM01 sp023489435
GCA_023544495.1,MCL7412014.1,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanocomedenaceae,QBUR01,QBUR01 sp023544495
GCA_023705945.1,BPTM01000167.1_9,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp023705945
GCA_023705985.1,BPTO01000211.1_5,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,18H4-34,18H4-34 sp023705985
GCA_024167805.1,UTB32028.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp024167805
GCA_024167805.1,UTB32029.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp024167805
GCA_024167805.1,UTB32704.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp024167805
GCA_024167805.1,UTB32705.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp024167805
GCA_024206195.1,MCP3684110.1,PF01471.21,PG_binding_1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,JAAGZO01,JAAGZO01 sp024206195
GCA_024206195.1,MCP3684110.1,PF09374.13,PG_binding_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA10216,JAAGZO01,JAAGZO01 sp024206195
GCA_024227995.1,CP100465.1_2202,PF07653.20,SH3_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp024227995
GCA_024227995.1,CP100465.1_444,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp024227995
GCA_024256265.1,MCP8307748.1,PF01471.21,PG_binding_1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,JACAEJ01,JACAEJ01,JACAEJ01 sp024256265
GCA_024274875.1,JAJSAH010000009.1_46,PF01471.21,PG_binding_1,Archaea,Micrarchaeota,Micrarchaeia,CAILAH01,CAILAH01,JAJSAH01,JAJSAH01 sp024274875
GCA_024275415.1,JAJRZD010000031.1_42,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,MP5-2226,MP5-2226 sp024275415
GCA_024276395.1,JAJRXH010000272.1_8,PF08239.14,SH3_3,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,S146-22,JAJRXH01,JAJRXH01 sp024276395
GCA_024276395.1,JAJRXH010000420.1_2,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,S146-22,JAJRXH01,JAJRXH01 sp024276395
GCA_024276825.1,JAJRWI010000039.1_10,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,JAJRWI01,JAJRWI01 sp024276825
GCA_024399155.1,MCQ2052357.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,JAKSHX01,JAKSHX01 sp024399155
GCA_024399155.1,MCQ2053067.1,PF01476.23,LysM,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,JAKSHX01,JAKSHX01 sp024399155
GCA_024399155.1,MCQ2053443.1,PF01471.21,PG_binding_1,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,JAKSHX01,JAKSHX01 sp024399155
GCA_024490875.1,MCQ6254475.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp024490875
GCA_024654565.1,MCR4327294.1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,GW2011-AR1,GW2011-AR1 sp024654565
GCA_024720975.1,MCR8433282.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,JANJXX01,JANJXX01,JANJXX01,JANJXX01,JANJXX01 sp024720975
GCA_024860865.1,MCS4540757.1,PF04122.15,CW_binding_2,Archaea,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01 sp024860865
GCA_024860865.1,MCS4541037.1,PF04122.15,CW_binding_2,Archaea,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01 sp024860865
GCA_024860865.1,MCS4541188.1,PF04122.15,CW_binding_2,Archaea,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01 sp024860865
GCA_024860865.1,MCS4541654.1,PF04122.15,CW_binding_2,Archaea,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01 sp024860865
GCA_024860865.1,MCS4542108.1,PF04122.15,CW_binding_2,Archaea,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01,JACRDV01 sp024860865
GCA_025041175.1,JAKCFJ010000001.1_1973,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041175
GCA_025041175.1,JAKCFJ010000002.1_497,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041175
GCA_025041175.1,JAKCFJ010000002.1_497,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041175
GCA_025041195.1,JAKCFM010000001.1_1886,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041195
GCA_025041195.1,JAKCFM010000002.1_331,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp025041195
GCA_025058005.1,MCS7135447.1,PF01476.23,LysM,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,CG10238-14,JAHLMN01,JAHLMN01 sp025058005
GCA_025058535.1,MCS7112040.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignisphaeraceae,Ignisphaera,Ignisphaera sp025058535
GCA_025059075.1,MCS7128158.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JANXDZ01,JANXDZ01 sp025059075
GCA_900314635.1,OMVY01000005.1_17,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp900314635
GCA_900314695.1,OMWD01000003.1_15,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900314695
GCA_900314695.1,OMWD01000034.1_15,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900314695
GCA_900314695.1,OMWD01000038.1_2,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900314695
GCA_900314695.1,OMWD01000039.1_6,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900314695
GCA_900321995.1,ONYG01000108.1_1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp900321995
GCA_900769095.1,CAAGFH010000065.1_4,PF01473.23,Choline_bind_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900769095
GCA_900769095.1,CAAGFH010000065.1_4,PF19127.3,Choline_bind_3,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900769095
GCA_902384455.1,VVB52780.1,PF09374.13,PG_binding_3,Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,CABMCB01,CABMCB01 sp902384455
GCA_902384455.1,VVB55249.1,PF01471.21,PG_binding_1,Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,CABMCB01,CABMCB01 sp902384455
GCA_902384455.1,VVB55266.1,PF01471.21,PG_binding_1,Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,CABMCB01,CABMCB01 sp902384455
GCA_902386535.1,VVC03889.1,PF01471.21,PG_binding_1,Archaea,Micrarchaeota,Micrarchaeia,Burarchaeales,Burarchaeaceae,Burarchaeum,Burarchaeum australiense
GCA_902386555.1,VVC03470.1,PF01471.21,PG_binding_1,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,Bilamarchaeum,Bilamarchaeum dharawalense
GCA_902771225.1,CACXWH010000106.1_2,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A sp900319535
GCA_902774685.1,CACYJH010000002.1_52,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp902774685
GCA_902774685.1,CACYJH010000030.1_3,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp902774685
GCA_902782945.1,CACZOU010000058.1_2,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp900322125
GCA_902784195.1,CACZTX010000001.1_334,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp902784195
GCA_902784195.1,CACZTX010000006.1_171,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp902784195
GCA_902784195.1,CACZTX010000009.1_239,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp902784195
GCA_902795935.1,CADBMS010000037.1_5,PF08239.14,SH3_3,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,CADBMS01,CADBMS01 sp902795935
GCA_902795935.1,CADBMS010000093.1_1,PF08239.14,SH3_3,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,CADBMS01,CADBMS01 sp902795935
GCA_902795935.1,CADBMS010000104.1_2,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,CADBMS01,CADBMS01 sp902795935
GCA_902812485.1,CADDZS010000010.1_14,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,CADDZS01,CADDZS01,CADDZS01 sp902812485
GCA_902812485.1,CADDZS010000010.1_16,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,CADDZS01,CADDZS01,CADDZS01 sp902812485
GCA_902812485.1,CADDZS010000010.1_18,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,CADDZS01,CADDZS01,CADDZS01 sp902812485
GCA_902812485.1,CADDZS010000027.1_17,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,CADDZS01,CADDZS01,CADDZS01 sp902812485
GCA_902812485.1,CADDZS010000161.1_4,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,CADDZS01,CADDZS01,CADDZS01 sp902812485
GCA_902812505.1,CADDZQ010000071.1_4,PF01471.21,PG_binding_1,Archaea,Thermoproteota,Thermoprotei_A,Marsarchaeales,Marsarchaeaceae,ECH-B-1,ECH-B-1 sp902812505
GCA_902812505.1,CADDZQ010000085.1_1,PF01476.23,LysM,Archaea,Thermoproteota,Thermoprotei_A,Marsarchaeales,Marsarchaeaceae,ECH-B-1,ECH-B-1 sp902812505
GCA_902812505.1,CADDZQ010000085.1_4,PF01476.23,LysM,Archaea,Thermoproteota,Thermoprotei_A,Marsarchaeales,Marsarchaeaceae,ECH-B-1,ECH-B-1 sp902812505
GCA_902812505.1,CADDZQ010000099.1_1,PF01476.23,LysM,Archaea,Thermoproteota,Thermoprotei_A,Marsarchaeales,Marsarchaeaceae,ECH-B-1,ECH-B-1 sp902812505
GCA_903832205.1,CAILAH010000026.1_5,PF01476.23,LysM,Archaea,Micrarchaeota,Micrarchaeia,CAILAH01,CAILAH01,CAILAH01,CAILAH01 sp903832205
GCA_903842985.1,CAIMOB010000004.1_27,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,CAIVOO01,CAIMOB01,CAIMOB01 sp903842985
GCA_903871465.1,CAIQHB010000074.1_38,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp903871465
GCA_903871465.1,CAIQHB010000080.1_47,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp903871465
GCA_903871465.1,CAIQHB010000080.1_49,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp903871465
GCA_903871465.1,CAIQHB010000080.1_51,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp903871465
GCA_903907555.1,CAIVOO010000085.1_1,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,CAIVOO01,CAIVOO01,CAIVOO01 sp903907555
GCA_903915225.1,CAIWSB010000082.1_48,PF01476.23,LysM,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,B29-G15,CAIWSB01,CAIWSB01 sp903915225
GCF_000007225.1,WP_011007585.1,PF05036.16,SPOR,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum
GCF_000007225.1,WP_011009344.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum
GCF_000007305.1,WP_011011604.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus
GCF_000009965.1,WP_011249097.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis
GCF_000011105.1,WP_010884713.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii
GCF_000011125.1,WP_010866340.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,Aeropyrum,Aeropyrum pernix
GCF_000011205.1,WP_010979166.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera tokodaii
GCF_000012285.1,WP_011278535.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius
GCF_000015205.1,WP_053240497.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum
GCF_000015805.1,WP_011848854.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum calidifontis
GCF_000016385.1,WP_011900493.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum
GCF_000017165.1,WP_011972633.1,PF07653.20,SH3_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii
GCF_000017185.1,WP_011973536.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus_A,Methanothermococcus_A aeolicus
GCF_000018365.1,WP_012572277.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus onnurineus
GCF_000022485.1,WP_012717964.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus islandicus
GCF_000023945.1,WP_015790639.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus utahensis
GCF_000025625.1,WP_004213480.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii
GCF_000025625.1,WP_004213480.1,PF06347.16,SH3_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii
GCF_000025625.1,WP_004213480.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii
GCF_000025625.1,WP_004216538.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii
GCF_000025665.1,WP_008084055.1,PF08239.14,SH3_3,Archaea,Thermoplasmatota,Thermoplasmata,Aciduliprofundales,Aciduliprofundaceae,Aciduliprofundum,Aciduliprofundum boonei
GCF_000025685.1,WP_004040896.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii
GCF_000147875.1,WP_013329399.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,Methanolacinia petrolearia
GCF_000148385.1,WP_245522509.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa
GCF_000172995.2,WP_006053414.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense
GCF_000179575.2,WP_013867466.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus_A,Methanothermococcus_A okinawensis
GCF_000190315.1,WP_013603838.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta moutnovskia
GCF_000195935.2,WP_231845589.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus abyssi
GCF_000211475.1,WP_013748692.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp000211475
GCF_000214415.1,WP_013799618.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris igneus
GCF_000214415.1,WP_013799645.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris igneus
GCF_000214725.1,WP_013825149.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C paludis
GCF_000214725.1,WP_013825313.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C paludis
GCF_000214725.1,WP_013825730.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C paludis
GCF_000215995.1,WP_048058384.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus yayanosii
GCF_000230955.2,WP_009760918.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp000230955
GCF_000234805.1,WP_014288508.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum ferrireducens
GCF_000235565.1,WP_048144353.1,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_A,Methanothrix_A harundinacea_E
GCF_000243455.1,WP_007043847.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris formicicus
GCF_000243455.1,WP_007043868.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris formicicus
GCF_000263735.1,WP_081482829.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp000263735
GCF_000265525.1,WP_014789250.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus cleftensis
GCF_000283335.1,WP_009365375.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum
GCF_000283335.1,WP_009367415.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum
GCF_000283335.1,WP_157572895.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum
GCF_000302455.1,WP_004029901.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum_A
GCF_000302455.1,WP_004029901.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum_A
