assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,id
GCA_016866645.1,MBM3199342.1,PF00246.27,Peptidase_M14,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3199342.1@GCA_016866645.1
GCA_016866645.1,MBM3199490.1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3199490.1@GCA_016866645.1
GCA_016866645.1,MBM3199490.1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3199490.1@GCA_016866645.1
GCA_016866645.1,MBM3199908.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3199908.1@GCA_016866645.1
GCA_016866645.1,MBM3199927.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3199927.1@GCA_016866645.1
GCA_016866645.1,MBM3200095.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3200095.1@GCA_016866645.1
GCA_016866645.1,MBM3200098.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3200098.1@GCA_016866645.1
GCA_016866645.1,MBM3200261.1,PF01510.28,Amidase_2,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3200261.1@GCA_016866645.1
GCA_016866645.1,MBM3200316.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,VGLX01,VGLX01,VGLX01 sp016866645,MBM3200316.1@GCA_016866645.1
GCA_016866895.1,MBM3229136.1,PF01464.23,SLT,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,VGKX01,VGKX01,VGKX01 sp016866895,MBM3229136.1@GCA_016866895.1
GCA_016866915.1,MBM3228282.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,ASMP01,ASMP01 sp016866915,MBM3228282.1@GCA_016866915.1
GCA_016866915.1,MBM3228662.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,ASMP01,ASMP01 sp016866915,MBM3228662.1@GCA_016866915.1
GCA_016866935.1,MBM3232049.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,SICU01,SICU01 sp016866935,MBM3232049.1@GCA_016866935.1
GCA_016866935.1,MBM3232524.1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,SICU01,SICU01 sp016866935,MBM3232524.1@GCA_016866935.1
GCA_016866935.1,MBM3232524.1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,SICU01,SICU01 sp016866935,MBM3232524.1@GCA_016866935.1
GCA_016866955.1,MBM3230301.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,SICV01,SICV01 sp016866955,MBM3230301.1@GCA_016866955.1
GCA_016866975.1,MBM3233260.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,VGKP01,VGKP01 sp016866975,MBM3233260.1@GCA_016866975.1
GCA_016866995.1,MBM3233884.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,VGKQ01,VGKQ01 sp016866995,MBM3233884.1@GCA_016866995.1
GCA_016866995.1,MBM3234458.1,PF01401.21,Peptidase_M2,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,VGKQ01,VGKQ01 sp016866995,MBM3234458.1@GCA_016866995.1
GCA_016867035.1,MBM3247257.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,CAIPOI01,CAIPOI01 sp016867035,MBM3247257.1@GCA_016867035.1
GCA_016867505.1,MBM3291274.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3291274.1@GCA_016867505.1
GCA_016867505.1,MBM3291397.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3291397.1@GCA_016867505.1
GCA_016867505.1,MBM3291415.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3291415.1@GCA_016867505.1
GCA_016867505.1,MBM3291462.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3291462.1@GCA_016867505.1
GCA_016867505.1,MBM3291716.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3291716.1@GCA_016867505.1
GCA_016867505.1,MBM3292077.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3292077.1@GCA_016867505.1
GCA_016867505.1,MBM3292771.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016867505,MBM3292771.1@GCA_016867505.1
GCA_016867655.1,MBM3309678.1,PF01425.24,Amidase,Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,VGJA01,VGJA01 sp016867655,MBM3309678.1@GCA_016867655.1
GCA_016867675.1,MBM3304155.1,PF01425.24,Amidase,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZP01,VGIZ01,VGIZ01 sp016867675,MBM3304155.1@GCA_016867675.1
GCA_016871975.1,MBM3895442.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,VHBM01,VHBM01 sp016871975,MBM3895442.1@GCA_016871975.1
GCA_016871995.1,MBM3897748.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA57,VHBL01,VHBL01 sp016871995,MBM3897748.1@GCA_016871995.1
GCA_016872015.1,MBM3903666.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp016872015,MBM3903666.1@GCA_016872015.1
GCA_016872055.1,MBM3905065.1,PF01425.24,Amidase,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp016872055,MBM3905065.1@GCA_016872055.1
GCA_016874675.1,MBM4248996.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Themoplasmata_A,DTKX01,VGTL01,VGTL01,VGTL01 sp016874675,MBM4248996.1@GCA_016874675.1
GCA_016874675.1,MBM4249402.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Themoplasmata_A,DTKX01,VGTL01,VGTL01,VGTL01 sp016874675,MBM4249402.1@GCA_016874675.1
GCA_016874685.1,MBM4240523.1,PF01425.24,Amidase,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,VGTM01,VGTM01 sp016874685,MBM4240523.1@GCA_016874685.1
GCA_016874685.1,MBM4242077.1,PF00959.22,Phage_lysozyme,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,VGTM01,VGTM01 sp016874685,MBM4242077.1@GCA_016874685.1
GCA_016882195.1,MBM5805929.1,PF01425.24,Amidase,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,VGLU01,VGLU01 sp016882195,MBM5805929.1@GCA_016882195.1
GCA_016919565.1,JACXTO010000151.1_6,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,FEN-33,FEN-33 sp016919565,JACXTO010000151.1_6@GCA_016919565.1
GCA_016919625.1,JACXTP010000049.1_9,PF02016.18,Peptidase_S66,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,JACXTP01,JACXTP01 sp016919625,JACXTP010000049.1_9@GCA_016919625.1
GCA_016919625.1,JACXTP010000049.1_9,PF17676.4,Peptidase_S66C,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,JACXTP01,JACXTP01 sp016919625,JACXTP010000049.1_9@GCA_016919625.1
GCA_016919625.1,JACXTP010000076.1_2,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,JACXTP01,JACXTP01 sp016919625,JACXTP010000076.1_2@GCA_016919625.1
GCA_016926055.1,MBN1157116.1,PF13406.9,SLT_2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAADFO01,JAFGPE01,JAFGPE01 sp016926055,MBN1157116.1@GCA_016926055.1
GCA_016926075.1,MBN1109221.1,PF02016.18,Peptidase_S66,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,UBA472 sp016926075,MBN1109221.1@GCA_016926075.1
GCA_016926075.1,MBN1109221.1,PF17676.4,Peptidase_S66C,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,UBA472 sp016926075,MBN1109221.1@GCA_016926075.1
GCA_016926395.1,MBN1175295.1,PF00877.22,NLPC_P60,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKGA01,SKGA01,SKGA01 sp016926395,MBN1175295.1@GCA_016926395.1
GCA_016926395.1,MBN1175295.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKGA01,SKGA01,SKGA01 sp016926395,MBN1175295.1@GCA_016926395.1
GCA_016926395.1,MBN1176002.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SKGA01,SKGA01,SKGA01 sp016926395,MBN1176002.1@GCA_016926395.1
GCA_016926455.1,MBN1134071.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,JAFGQV01,JAFGQV01 sp016926455,MBN1134071.1@GCA_016926455.1
GCA_016926505.1,MBN1167525.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,JAFGOM01,JAFGOM01 sp016926505,MBN1167525.1@GCA_016926505.1
GCA_016926735.1,MBN1216871.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,JAFGOA01,JAFGOA01 sp016926735,MBN1216871.1@GCA_016926735.1
GCA_016926855.1,MBN1194321.1,PF02113.18,Peptidase_S13,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,LKUD01,LKUD01 sp016926855,MBN1194321.1@GCA_016926855.1
GCA_016926855.1,MBN1194690.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,LKUD01,LKUD01 sp016926855,MBN1194690.1@GCA_016926855.1
GCA_016926855.1,MBN1195210.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,LKUD01,LKUD01 sp016926855,MBN1195210.1@GCA_016926855.1
GCA_016927055.1,MBN1235054.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp016927055,MBN1235054.1@GCA_016927055.1
GCA_016927245.1,MBN1274860.1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1274860.1@GCA_016927245.1
GCA_016927245.1,MBN1274860.1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1274860.1@GCA_016927245.1
GCA_016927245.1,MBN1275133.1,PF01510.28,Amidase_2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1275133.1@GCA_016927245.1
GCA_016927245.1,MBN1275307.1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1275307.1@GCA_016927245.1
GCA_016927245.1,MBN1275307.1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1275307.1@GCA_016927245.1
GCA_016927245.1,MBN1275310.1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1275310.1@GCA_016927245.1
GCA_016927245.1,MBN1275310.1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1275310.1@GCA_016927245.1
GCA_016927245.1,MBN1275468.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WJKR01,WJKR01,WJKR01 sp016927245,MBN1275468.1@GCA_016927245.1
GCA_016927425.1,MBN1323825.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,JAFGMR01,JAFGMR01 sp016927425,MBN1323825.1@GCA_016927425.1
GCA_016927555.1,MBN1280059.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016927555,MBN1280059.1@GCA_016927555.1
GCA_016927555.1,MBN1280295.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016927555,MBN1280295.1@GCA_016927555.1
GCA_016927555.1,MBN1280658.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016927555,MBN1280658.1@GCA_016927555.1
GCA_016928095.1,MBN1389103.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,EX4484-6,EX4484-6,EX4484-6,JAFGLL01,JAFGLL01 sp016928095,MBN1389103.1@GCA_016928095.1
GCA_016928095.1,MBN1390065.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,EX4484-6,EX4484-6,EX4484-6,JAFGLL01,JAFGLL01 sp016928095,MBN1390065.1@GCA_016928095.1
GCA_016928115.1,MBN1376931.1,PF01520.21,Amidase_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLI01,JAFGLI01,JAFGLI01 sp016928115,MBN1376931.1@GCA_016928115.1
GCA_016928115.1,MBN1377169.1,PF00877.22,NLPC_P60,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLI01,JAFGLI01,JAFGLI01 sp016928115,MBN1377169.1@GCA_016928115.1
GCA_016928155.1,MBN1385405.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155,MBN1385405.1@GCA_016928155.1
GCA_016928155.1,MBN1385972.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155,MBN1385972.1@GCA_016928155.1
GCA_016928155.1,MBN1386291.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155,MBN1386291.1@GCA_016928155.1
GCA_016928155.1,MBN1386362.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155,MBN1386362.1@GCA_016928155.1
GCA_016928155.1,MBN1386365.1,PF01520.21,Amidase_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAFGLG01,JAFGLG01,JAFGLG01 sp016928155,MBN1386365.1@GCA_016928155.1
GCA_016928455.1,MBN1454720.1,PF01425.24,Amidase,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JACGMN01,JACGMN01 sp016928455,MBN1454720.1@GCA_016928455.1
GCA_016929175.1,MBN1539612.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,EX4484-6,EX4484-6,EX4484-6,JAFGLL01,JAFGLL01 sp016929175,MBN1539612.1@GCA_016929175.1
GCA_016929175.1,MBN1540356.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,EX4484-6,EX4484-6,EX4484-6,JAFGLL01,JAFGLL01 sp016929175,MBN1540356.1@GCA_016929175.1
GCA_016929255.1,MBN1544068.1,PF13539.9,Peptidase_M15_4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,JABMQF01,JABMQF01 sp016929255,MBN1544068.1@GCA_016929255.1
GCA_016929255.1,MBN1544068.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,JABMQF01,JABMQF01 sp016929255,MBN1544068.1@GCA_016929255.1
GCA_016929255.1,MBN1544068.1,PF00877.22,NLPC_P60,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,JABMQF01,JABMQF01 sp016929255,MBN1544068.1@GCA_016929255.1
GCA_016929255.1,MBN1544191.1,PF00246.27,Peptidase_M14,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11576,JABMQF01,JABMQF01 sp016929255,MBN1544191.1@GCA_016929255.1
GCA_016929855.1,MBN1645966.1,PF01551.25,Peptidase_M23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JAHJEM01,JAFGHY01,JAFGHY01 sp016929855,MBN1645966.1@GCA_016929855.1
GCA_016929895.1,MBN1644742.1,PF01520.21,Amidase_3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,ARS49,WJKI01,WJKI01 sp016929895,MBN1644742.1@GCA_016929895.1
GCA_016930055.1,MBN1682339.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1682339.1@GCA_016930055.1
GCA_016930055.1,MBN1682418.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1682418.1@GCA_016930055.1
GCA_016930055.1,MBN1682731.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1682731.1@GCA_016930055.1
GCA_016930055.1,MBN1682985.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1682985.1@GCA_016930055.1
GCA_016930055.1,MBN1683129.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1683129.1@GCA_016930055.1
GCA_016930055.1,MBN1683324.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1683324.1@GCA_016930055.1
GCA_016930055.1,MBN1683341.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1683341.1@GCA_016930055.1
GCA_016930055.1,MBN1683353.1,PF00246.27,Peptidase_M14,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1683353.1@GCA_016930055.1
GCA_016930055.1,MBN1683357.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,UBA8941 sp016930055,MBN1683357.1@GCA_016930055.1
GCA_016930135.1,MBN1677953.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,UBA10834,UBA10834,COMBO-56-21,COMBO-56-21 sp016930135,MBN1677953.1@GCA_016930135.1
GCA_016930135.1,MBN1678049.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,Thermoplasmata,UBA10834,UBA10834,COMBO-56-21,COMBO-56-21 sp016930135,MBN1678049.1@GCA_016930135.1
GCA_016930135.1,MBN1678495.1,PF02016.18,Peptidase_S66,Archaea,Thermoplasmatota,Thermoplasmata,UBA10834,UBA10834,COMBO-56-21,COMBO-56-21 sp016930135,MBN1678495.1@GCA_016930135.1
GCA_016930135.1,MBN1678495.1,PF17676.4,Peptidase_S66C,Archaea,Thermoplasmatota,Thermoplasmata,UBA10834,UBA10834,COMBO-56-21,COMBO-56-21 sp016930135,MBN1678495.1@GCA_016930135.1
GCA_016930255.1,MBN1761780.1,PF01425.24,Amidase,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JACGMN01,JACGMN01 sp016930255,MBN1761780.1@GCA_016930255.1
GCA_016930415.1,MBN1792121.1,PF01510.28,Amidase_2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792121.1@GCA_016930415.1
GCA_016930415.1,MBN1792218.1,PF13406.9,SLT_2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792218.1@GCA_016930415.1
GCA_016930415.1,MBN1792265.1,PF02016.18,Peptidase_S66,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792265.1@GCA_016930415.1
GCA_016930415.1,MBN1792265.1,PF17676.4,Peptidase_S66C,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792265.1@GCA_016930415.1
GCA_016930415.1,MBN1792399.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792399.1@GCA_016930415.1
GCA_016930415.1,MBN1792558.1,PF01464.23,SLT,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792558.1@GCA_016930415.1
GCA_016930415.1,MBN1792894.1,PF00246.27,Peptidase_M14,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp016930415,MBN1792894.1@GCA_016930415.1
GCA_016930515.1,MBN1800131.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016930515,MBN1800131.1@GCA_016930515.1
GCA_016930515.1,MBN1802701.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016930515,MBN1802701.1@GCA_016930515.1
GCA_016930515.1,MBN1803544.1,PF01425.24,Amidase,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,SOKP01,FT1-020,FT1-020 sp016930515,MBN1803544.1@GCA_016930515.1
GCA_016930555.1,MBN1784770.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BIN-L-1,BIN-L-1 sp016930555,MBN1784770.1@GCA_016930555.1
GCA_016930555.1,MBN1785140.1,PF01425.24,Amidase,Archaea,Thermoproteota,Bathyarchaeia,B26-1,BA1,BIN-L-1,BIN-L-1 sp016930555,MBN1785140.1@GCA_016930555.1
GCA_016930995.1,MBN1859820.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1859820.1@GCA_016930995.1
GCA_016930995.1,MBN1860202.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1860202.1@GCA_016930995.1
GCA_016930995.1,MBN1860388.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1860388.1@GCA_016930995.1
GCA_016930995.1,MBN1860543.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1860543.1@GCA_016930995.1
GCA_016930995.1,MBN1860909.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1860909.1@GCA_016930995.1
GCA_016930995.1,MBN1861311.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1861311.1@GCA_016930995.1
GCA_016930995.1,MBN1861778.1,PF00246.27,Peptidase_M14,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp016930995,MBN1861778.1@GCA_016930995.1
GCA_016931175.1,MBN1923413.1,PF01425.24,Amidase,Archaea,Nanoarchaeota,Nanoarchaeia,Tiddalikarchaeales,Tiddalikarchaeaceae,CG07-land,CG07-land sp016931175,MBN1923413.1@GCA_016931175.1
GCA_016931255.1,MBN1896632.1,PF13406.9,SLT_2,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,JAFGSV01,JAFGFG01,JAFGFG01 sp016931255,MBN1896632.1@GCA_016931255.1
GCA_016931255.1,MBN1896825.1,PF01832.23,Glucosaminidase,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,JAFGSV01,JAFGFG01,JAFGFG01 sp016931255,MBN1896825.1@GCA_016931255.1
GCA_016931255.1,MBN1896829.1,PF01551.25,Peptidase_M23,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,JAFGSV01,JAFGFG01,JAFGFG01 sp016931255,MBN1896829.1@GCA_016931255.1
GCA_016931555.1,MBN1941163.1,PF01832.23,Glucosaminidase,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,GCA-2688035,JAFGEM01,JAFGEM01 sp016931555,MBN1941163.1@GCA_016931555.1
GCA_016931955.1,MBN2014380.1,PF01425.24,Amidase,Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,JAFGDV01,JAFGDV01 sp016931955,MBN2014380.1@GCA_016931955.1
GCA_016932215.1,MBN2043159.1,PF01551.25,Peptidase_M23,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZT01,JAFGDH01,JAFGDH01 sp016932215,MBN2043159.1@GCA_016932215.1
